strategy,exit_config,num_trades,total_return,win_rate,avg_win,avg_loss,profit_factor,max_drawdown,sharpe_ratio
ema20_rej_1.5pct,time_based_8,34,-7.33492331144433,29.411764705882355,1.8520786661085196,1.0610408919139773,0.7273041501914592,12.26352176818442,-0.5966937634850957
ema50_rej_2.0pct,fixed_pct_0.03,52,-7.549720776731883,23.076923076923077,2.990150000000004,1.0704156375782037,0.8380342817389602,13.654954811794939,-0.5130689711489732
ema20_rej_2.0pct,rsi_exit_50,23,-7.7698143889248446,26.08695652173913,2.2598966895367867,1.246050195299935,0.6401111281998632,8.204754309890598,-0.801876587066772
consec_greens_4,fixed_rr_1.5,153,-8.148756731757445,36.60130718954248,0.739210976917451,0.5090057926971955,0.838420667284216,12.301177062620857,-0.7823782149603298
ema20_rej_2.0pct,fixed_rr_1.0,23,-8.231456020155791,43.47826086956522,0.8911230057402625,1.3247739597619623,0.5174310908919023,9.788207987834884,-1.1547865322371977
ema20_rej_1.5pct,rsi_exit_50,34,-8.323805476177991,29.411764705882355,1.7681498893284264,1.0770720859371206,0.684010968413976,10.36045579161738,-0.8069461172352809
ema20_rej_1.5pct,fixed_rr_1.0,34,-8.326566091919474,47.05882352941176,0.8627453436756044,1.230976023426588,0.6229891852801025,10.776702553067572,-1.0372965081089938
rsi7_ob70,time_based_8,470,-8.66740347753472,27.872340425531917,0.7387037426074512,0.3091568645790471,0.9233428758889481,19.446160560890522,-0.5589186929647078
consec_greens_4,fixed_rr_2.0,148,-9.527383673016177,29.72972972972973,1.009807958902764,0.5170196009392594,0.826325430167513,15.731531549390088,-0.8043853408225122
mean_rev_ema20_2.5pct,fixed_pct_0.03,18,-9.643271006806753,33.33333333333333,2.990150000000003,2.2681303737474705,0.6591662530976098,14.251000055290696,-0.7232032245381658
ema20_rej_1.5pct,fixed_pct_0.02,34,-9.692926165429217,26.47058823529412,1.9901000000000038,1.1056850878804085,0.6479566450275681,11.675858768807027,-1.0301325801327539
mean_rev_ema20_2.5pct,fixed_rr_1.5,17,-10.120326230321286,29.411764705882355,3.8379007598653923,2.3810035410261006,0.6716182017610239,15.436236953026592,-0.5860338676093828
ema_10_50_cross_down,time_based_16,109,-10.226655773003479,34.862385321100916,0.9984567653820706,0.6774433238505615,0.7888265958724541,19.64304897278122,-0.9071315130705822
rsi14_ob70,rsi_exit_50,200,-10.290096461578646,28.499999999999996,0.9037020247983291,0.430068321155777,0.837580619831457,14.429384999979645,-0.7557351235898746
ema_5_20_cross_down,time_based_8,260,-10.372560447137325,42.69230769230769,0.7873328121924954,0.6509556623442011,0.90103913130892,22.699997528312647,-0.5821936830309421
rsi14_ob80,time_based_8,59,-10.851880136811564,25.423728813559322,0.8709726376186084,0.551655559389303,0.538238915648659,16.394729099063472,-1.5377320625182231
ema20_rej_1.5pct,time_based_16,34,-10.857646310579893,11.76470588235294,4.738574596007055,0.9842528130935969,0.6419183544402961,14.642775717913123,-0.7735228510419853
mean_rev_ema20_2pct,fixed_pct_0.02,32,-10.97216580191549,40.625,1.990100000000002,1.926545575367595,0.7067818098002923,13.675352205168789,-0.8215522852197821
ema_10_50_cross_down,rsi_exit_50,113,-11.141673128452311,35.39823008849557,0.2233968979953425,0.2831691082544979,0.4322832385569225,11.647064874665206,-3.1173736196319903
ema_10_50_cross_down,time_based_8,111,-11.256738723027016,36.93693693693694,0.7281646675451664,0.5900580379807665,0.7228042339582527,18.3384858242962,-1.1563516414211186
mean_rev_ema20_2.5pct,fixed_pct_0.05,18,-11.509627295750203,22.22222222222222,4.990250000000004,2.218947475840874,0.6425504568310756,15.220354878971332,-0.7548310509650615
vol_climax_2.5x,rsi_exit_50,58,-11.591357655228386,37.93103448275862,1.0381203737515776,0.9589764228253065,0.6615458732565486,13.983902952501728,-1.050651543703222
vol_climax_2.5x,time_based_8,58,-11.747414237818255,31.03448275862069,1.2553413126219775,0.8616682537306847,0.6555929015999828,13.652132065210251,-1.0764258554098998
ema20_rej_2.0pct,fixed_pct_0.03,23,-11.919254100343302,17.391304347826086,2.9901500000000065,1.2737849469874338,0.4942005827959485,13.329887556681616,-1.3438593770411713
rsi14_ob80,rsi_exit_50,59,-12.392303896467816,27.11864406779661,0.708351409931572,0.5651488679292945,0.466377325703026,16.948566372967253,-1.8511682194488817
ema20_rej_2.0pct,fixed_rr_2.0,23,-12.948402323077312,26.08695652173913,1.412507999759314,1.2944569138253055,0.3851284889320383,12.948402323077312,-1.7733922808615619
consec_greens_4,rsi_exit_50,228,-13.030969751854615,38.59649122807017,0.44585527651133317,0.3772744927789833,0.7428328536830516,13.911230392224086,-1.5688384112703055
vol_climax_2x,time_based_8,89,-13.117260986080048,29.213483146067414,1.358905456165777,0.7685040811004765,0.7297529558512592,17.310316786599365,-0.9377100866142568
ema20_rej_2.0pct,fixed_rr_1.5,23,-13.16485934958882,30.434782608695656,1.0635441898164937,1.3283386655311151,0.3502876149876078,13.16485934958882,-1.9148523702337548
rsi14_ob75,rsi_exit_50,111,-13.257747468609127,25.225225225225223,0.9896373527610756,0.495836738279729,0.6733134901321562,16.396908857822826,-1.0807665879002046
failed_breakout_12,rsi_exit_50,339,-13.36210259279984,57.227138643067846,0.5090817777530193,0.7666927015573444,0.8883824094867495,18.851889050626635,-0.6319701966741588
