entry_time,exit_time,entry,exit,stop,target,result,pnl_pct
2025-11-20 21:19:00,2025-11-20 21:21:00,2862.68,2871.722857142857,2871.722857142857,2844.5942857142854,STOP,-0.31588780942532785
2025-11-21 10:10:00,2025-11-21 12:18:00,2704.69,2665.672857142857,2724.1985714285715,2665.672857142857,TP,1.4425735613746111
2025-11-21 21:17:00,2025-11-21 21:22:00,2752.47,2763.0328571428568,2763.0328571428568,2731.3442857142854,STOP,-0.38375921055840595
2025-11-22 18:09:00,2025-11-22 18:31:00,2753.8,2745.808571428572,2757.795714285714,2745.808571428572,TP,0.290196403930135
2025-11-22 22:15:00,2025-11-22 22:51:00,2767.63,2773.46,2773.46,2755.9700000000003,STOP,-0.21064954491748994
2025-11-22 22:53:00,2025-11-22 23:09:00,2793.59,2777.8128571428574,2801.4785714285713,2777.8128571428574,TP,0.5647622899975563
2025-11-23 08:01:00,2025-11-23 08:02:00,2798.01,2801.7442857142855,2801.7442857142855,2790.541428571429,STOP,-0.13346220043121024
2025-11-23 09:18:00,2025-11-23 09:41:00,2814.65,2819.3714285714286,2819.3714285714286,2805.207142857143,STOP,-0.16774478430456832
2025-11-23 12:16:00,2025-11-23 12:17:00,2837.84,2843.8985714285714,2843.8985714285714,2825.7228571428573,STOP,-0.21349235434595368
2025-11-24 04:11:00,2025-11-24 04:15:00,2868.08,2855.397142857143,2874.4214285714284,2855.397142857143,TP,0.4422072307207905
2025-11-24 05:06:00,2025-11-24 05:07:00,2842.43,2848.9971428571425,2848.9971428571425,2829.295714285714,STOP,-0.2310397391366788
2025-11-24 05:08:00,2025-11-24 05:10:00,2866.61,2876.1557142857146,2876.1557142857146,2847.5185714285717,STOP,-0.33299661571383754
2025-11-24 08:55:00,2025-11-24 08:57:00,2834.55,2839.3,2839.3,2825.0500000000006,STOP,-0.16757510010407295
2025-11-24 13:07:00,2025-11-24 13:38:00,2818.61,2823.388571428571,2823.388571428571,2809.0528571428576,STOP,-0.16953645337847423
2025-11-24 14:31:00,2025-11-24 14:35:00,2832.61,2842.441428571429,2842.441428571429,2812.9471428571433,STOP,-0.3470802041731357
2025-11-24 21:30:00,2025-11-24 21:38:00,2973.11,2963.3900000000003,2977.9700000000003,2963.3900000000003,TP,0.3269303860267464
2025-11-24 22:06:00,2025-11-24 22:15:00,2978.23,2964.9814285714288,2984.8542857142857,2964.9814285714288,TP,0.4448471551415192
2025-11-25 12:13:00,2025-11-25 12:14:00,2913.82,2921.0385714285712,2921.0385714285712,2899.3828571428576,STOP,-0.24773566756254906
2025-11-25 15:30:00,2025-11-25 15:45:00,2897.11,2910.497142857143,2910.497142857143,2870.335714285715,STOP,-0.4620861084716445
2025-11-25 16:21:00,2025-11-25 16:29:00,2918.89,2929.6485714285714,2929.6485714285714,2897.3728571428574,STOP,-0.3685843395459057
2025-11-25 21:41:00,2025-11-25 21:56:00,2944.73,2935.1442857142856,2949.522857142857,2935.1442857142856,TP,0.3255209912526582
2025-11-25 22:57:00,2025-11-25 22:58:00,2968.86,2977.0014285714287,2977.0014285714287,2952.5771428571434,STOP,-0.27422743313691467
2025-11-26 00:20:00,2025-11-26 00:38:00,2966.65,2954.138571428572,2972.905714285714,2954.138571428572,TP,0.42173591665440957
2025-11-26 01:27:00,2025-11-26 01:31:00,2961.41,2966.4414285714283,2966.4414285714283,2951.3471428571424,STOP,-0.16989976299899298
2025-11-26 05:07:00,2025-11-26 05:08:00,2936.23,2938.885714285714,2938.885714285714,2930.918571428572,STOP,-0.09044639846722197
2025-11-26 13:05:00,2025-11-26 13:18:00,2906.67,2910.712857142857,2910.712857142857,2898.584285714286,STOP,-0.1390889623815904
2025-11-26 13:37:00,2025-11-26 13:40:00,2921.46,2927.7785714285715,2927.7785714285715,2908.822857142857,STOP,-0.21628129183940328
2025-11-26 17:26:00,2025-11-26 17:28:00,2964.8,2973.4871428571428,2973.4871428571428,2947.4257142857145,STOP,-0.29300940559709215
2025-11-26 21:25:00,2025-11-27 00:05:00,3029.89,3017.224285714286,3036.222857142857,3017.224285714286,TP,0.4180255483107927
2025-11-27 00:47:00,2025-11-27 00:48:00,3033.28,3038.4928571428572,3038.4928571428572,3022.8542857142866,STOP,-0.17185545491537368
2025-11-27 01:57:00,2025-11-27 02:21:00,3053.16,3059.3371428571427,3059.3371428571427,3040.805714285714,STOP,-0.20231965757257483
2025-11-27 04:10:00,2025-11-27 04:15:00,3047.38,3052.1457142857143,3052.1457142857143,3037.8485714285716,STOP,-0.15638726662622446
2025-11-27 09:16:00,2025-11-27 09:19:00,3031.85,3034.645714285714,3034.645714285714,3026.258571428572,STOP,-0.09221149745910862
2025-11-27 15:04:00,2025-11-27 15:08:00,3009.03,2999.1614285714286,3013.9642857142862,2999.1614285714286,TP,0.3279652056832804
2025-11-28 02:55:00,2025-11-28 03:14:00,3014.39,3006.5185714285712,3018.325714285714,3006.5185714285712,TP,0.26112840645797736
2025-11-28 04:10:00,2025-11-28 04:35:00,3015.56,3019.2471428571425,3019.2471428571425,3008.1857142857148,STOP,-0.12227058513651161
2025-11-28 05:08:00,2025-11-28 05:09:00,3022.91,3025.582857142857,3025.582857142857,3017.5642857142857,STOP,-0.08842000399803776
2025-11-28 08:11:00,2025-11-28 08:35:00,3019.07,3023.1871428571426,3023.1871428571426,3010.835714285715,STOP,-0.13637122879371547
2025-11-28 08:50:00,2025-11-28 08:51:00,3047.13,3052.912857142857,3052.912857142857,3035.5642857142866,STOP,-0.18978045383218817
2025-11-28 13:36:00,2025-11-28 13:46:00,3057.26,3062.0642857142857,3062.0642857142857,3047.651428571429,STOP,-0.15714351132338988
2025-11-28 19:20:00,2025-11-28 19:25:00,3050.3,3055.357142857143,3055.357142857143,3040.1857142857148,STOP,-0.16579165515335983
2025-11-29 04:28:00,2025-11-29 04:30:00,3029.11,3031.6714285714284,3031.6714285714284,3023.987142857143,STOP,-0.08456043430011533
2025-11-29 04:59:00,2025-11-29 05:49:00,3041.04,3035.548571428572,3043.785714285714,3035.548571428572,TP,0.180577321292323
2025-11-29 15:16:00,2025-11-29 15:17:00,3006.55,3011.1028571428574,3011.1028571428574,2997.4442857142863,STOP,-0.15143127980100754
2025-11-29 18:33:00,2025-11-29 18:36:00,2982.08,2987.315714285714,2987.315714285714,2971.6085714285714,STOP,-0.1755725629665884
2025-11-30 01:05:00,2025-11-30 01:07:00,3008.9,3011.8785714285714,3011.8785714285714,3002.9428571428575,STOP,-0.09899203790658664
2025-11-30 03:43:00,2025-11-30 05:04:00,3003.59,2994.575714285715,3008.097142857143,2994.575714285715,TP,0.30011705040584935
2025-11-30 07:47:00,2025-11-30 08:15:00,3008.38,3003.2428571428577,3010.9485714285715,3003.2428571428577,TP,0.17076110255826749
2025-11-30 08:23:00,2025-11-30 08:28:00,3017.7,3010.7057142857143,3021.197142857143,3010.7057142857143,TP,0.2317753823867689
2025-11-30 11:06:00,2025-11-30 11:08:00,3013.12,3015.0899999999997,3015.0899999999997,3009.1800000000003,STOP,-0.06538073491927968
2025-11-30 12:42:00,2025-11-30 12:43:00,3017.88,3020.565714285714,3020.565714285714,3012.508571428572,STOP,-0.0889934088073037
2025-11-30 13:15:00,2025-11-30 13:18:00,3030.23,3033.9557142857143,3033.9557142857143,3022.778571428571,STOP,-0.122951534560554
2025-12-01 02:03:00,2025-12-01 02:04:00,2860.2,2867.0228571428565,2867.0228571428565,2846.554285714286,STOP,-0.2385447571098776
2025-12-01 14:04:00,2025-12-01 14:31:00,2821.57,2807.8385714285723,2828.4357142857143,2807.8385714285723,TP,0.4866591497438603
2025-12-01 18:12:00,2025-12-01 18:35:00,2757.18,2741.2514285714287,2765.1442857142856,2741.2514285714287,TP,0.5777124245994496
2025-12-01 18:57:00,2025-12-01 19:21:00,2754.83,2737.092857142857,2763.6985714285715,2737.092857142857,TP,0.6438561674274917
2025-12-02 01:06:00,2025-12-02 01:12:00,2821.35,2805.5128571428572,2829.2685714285712,2805.5128571428572,TP,0.5613320877290191
2025-12-02 10:51:00,2025-12-02 11:11:00,2831.87,2820.292857142858,2837.658571428571,2820.292857142858,TP,0.40881618355157573
2025-12-02 13:16:00,2025-12-02 13:17:00,2837.54,2843.828571428571,2843.828571428571,2824.9628571428575,STOP,-0.22162053851474275
2025-12-02 14:07:00,2025-12-02 14:08:00,2856.89,2864.1271428571426,2864.1271428571426,2842.415714285715,STOP,-0.25332241903408154
2025-12-02 14:44:00,2025-12-02 14:45:00,2887.23,2902.322857142857,2902.322857142857,2857.044285714286,STOP,-0.5227452313413603
2025-12-02 15:03:00,2025-12-02 15:12:00,2922.71,2934.6414285714286,2934.6414285714286,2898.847142857143,STOP,-0.40823169494847483
2025-12-02 22:40:00,2025-12-02 22:42:00,3016.78,3020.9142857142856,3020.9142857142856,3008.5114285714294,STOP,-0.1370429966482606
2025-12-03 00:42:00,2025-12-03 01:11:00,3002.75,3009.081428571428,3009.081428571428,2990.087142857143,STOP,-0.21085433590635935
2025-12-03 01:47:00,2025-12-03 01:50:00,3020.42,3024.9542857142856,3024.9542857142856,3011.3514285714286,STOP,-0.15012103330945656
2025-12-03 02:11:00,2025-12-03 02:13:00,3033.51,3042.434285714286,3042.434285714286,3015.661428571429,STOP,-0.2941900872021459
2025-12-03 04:10:00,2025-12-03 04:21:00,3041.24,3045.454285714285,3045.454285714285,3032.8114285714287,STOP,-0.13857129704611687
2025-12-03 10:20:00,2025-12-03 10:21:00,3068.06,3071.608571428571,3071.608571428571,3060.9628571428575,STOP,-0.11566173505638726
2025-12-03 14:41:00,2025-12-03 14:43:00,3120.0,3141.578571428571,3141.578571428571,3076.842857142857,STOP,-0.6916208791208717
2025-12-03 17:37:00,2025-12-03 17:46:00,3114.2,3122.034285714285,3122.034285714285,3098.531428571429,STOP,-0.25156655687769625
2025-12-03 20:52:00,2025-12-03 20:57:00,3155.0,3136.571428571429,3164.2142857142853,3136.571428571429,TP,0.584106859859623
2025-12-03 21:56:00,2025-12-03 22:01:00,3165.06,3171.44,3171.44,3152.3,STOP,-0.2015759574858015
2025-12-04 01:12:00,2025-12-04 01:14:00,3225.92,3236.1328571428576,3236.1328571428576,3205.4942857142855,STOP,-0.3165874275511327
2025-12-04 06:21:00,2025-12-04 06:26:00,3197.51,3203.0042857142857,3203.0042857142857,3186.521428571429,STOP,-0.17183013389435917
2025-12-04 09:06:00,2025-12-04 09:32:00,3195.16,3199.7457142857143,3199.7457142857143,3185.988571428571,STOP,-0.14352064640626455
2025-12-04 15:37:00,2025-12-04 15:39:00,3204.09,3217.367142857143,3217.367142857143,3177.5357142857147,STOP,-0.4143810834634088
2025-12-05 01:06:00,2025-12-05 01:25:00,3156.01,3160.51,3160.51,3147.01,STOP,-0.14258509954024226
2025-12-05 10:25:00,2025-12-05 10:34:00,3141.03,3146.6685714285713,3146.6685714285713,3129.7528571428575,STOP,-0.17951345350318654
2025-12-05 15:02:00,2025-12-05 15:04:00,3131.78,3143.8214285714284,3143.8214285714284,3107.6971428571433,STOP,-0.38449152148069915
2025-12-05 19:56:00,2025-12-05 20:38:00,3043.35,3027.532857142857,3051.258571428571,3027.532857142857,TP,0.5197280252728966
2025-12-05 23:28:00,2025-12-06 00:02:00,3024.73,3016.301428571429,3028.9442857142853,3016.301428571429,TP,0.27865533216422966
2025-12-06 02:36:00,2025-12-06 03:04:00,3029.22,3032.2442857142855,3032.2442857142855,3023.1714285714284,STOP,-0.09983711035466969
2025-12-06 03:06:00,2025-12-06 03:09:00,3040.43,3044.081428571428,3044.081428571428,3033.127142857143,STOP,-0.12009579472075887
2025-12-06 09:11:00,2025-12-06 09:26:00,3024.08,3029.165714285714,3029.165714285714,3013.9085714285716,STOP,-0.16817393341822795
2025-12-06 14:15:00,2025-12-06 14:17:00,3050.38,3054.7785714285715,3054.7785714285715,3041.5828571428574,STOP,-0.1441974910854175
2025-12-06 16:37:00,2025-12-06 16:39:00,3061.58,3065.3971428571426,3065.3971428571426,3053.945714285714,STOP,-0.12467885396242132
