entry_time,exit_time,entry_price,exit_price,pnl_pct,equity,dd,exit_reason
2025-02-02 21:45:00,2025-02-03 01:45:00,0.01291,0.011877200000000001,7.98999999999999,1.492345350338037,0.0,TP
2025-02-05 08:30:00,2025-02-05 16:30:00,0.01326,0.0121992,7.989999999999991,1.611583743830046,0.0,TP
2025-02-06 05:15:00,2025-02-06 23:30:00,0.01168,0.0107456,7.990000000000001,1.7403492849620668,0.0,TP
2025-02-07 03:15:00,2025-02-07 13:30:00,0.01085,0.011284,-4.010000000000003,1.6705612786350879,4.010000000000002,SL
2025-02-07 16:15:00,2025-02-07 20:00:00,0.01111,0.0102212,7.990000000000003,1.8040391247980314,0.0,TP
2025-02-08 02:00:00,2025-02-08 12:45:00,0.01012,0.0105248,-4.010000000000003,1.7316971558936303,4.010000000000004,SL
2025-02-08 20:45:00,2025-02-09 19:30:00,0.01058,0.009733600000000002,7.989999999999989,1.8700597586495311,0.0,TP
2025-02-10 02:00:00,2025-02-10 03:15:00,0.00958,0.0099632,-4.0100000000000025,1.795070362327685,4.010000000000001,SL
2025-02-12 01:30:00,2025-02-12 22:15:00,0.00999,0.0103896,-4.01,1.7230880407983447,7.859199000000006,SL
2025-02-13 06:00:00,2025-02-13 12:00:00,0.01074,0.0098808,7.989999999999993,1.8607627752581322,0.4971490001000178,TP
2025-02-13 23:00:00,2025-02-14 02:00:00,0.00997,0.0103688,-4.009999999999995,1.7861461879702811,4.487213325196004,SL
2025-02-14 12:00:00,2025-02-14 14:15:00,0.01059,0.0110136,-4.009999999999997,1.7145217258326728,8.317276070855646,SL
2025-02-14 16:15:00,2025-02-14 17:15:00,0.01073,0.011159200000000001,-4.0100000000000104,1.6457694046267823,11.993753300414351,SL
2025-02-14 20:15:00,2025-02-15 11:30:00,0.011031,0.01014852,7.989999999999998,1.7772663800564623,4.962054189117453,TP
2025-02-15 22:15:00,2025-02-19 00:00:00,0.00996,0.0091632,7.990000000000003,1.9192699638229738,0.0,TP
2025-02-19 12:45:00,2025-02-20 12:00:00,0.00823,0.0085592,-4.010000000000001,1.8423072382736725,4.010000000000002,SL
2025-02-20 15:00:00,2025-02-20 19:30:00,0.008322,0.00865488,-4.010000000000009,1.768430718018898,7.85919900000001,SL
2025-02-20 22:00:00,2025-02-21 00:00:00,0.008473,0.008811919999999999,-4.0099999999999945,1.6975166462263405,11.554045120099998,SL
2025-02-21 02:15:00,2025-02-21 09:00:00,0.008566,0.00890864,-4.01,1.629446228712664,15.100727910783995,SL
2025-02-21 15:30:00,2025-02-22 22:00:00,0.008892,0.009247680000000001,-4.010000000000007,1.5641054349412862,18.50518872156156,SL
2025-02-23 00:00:00,2025-02-26 00:00:00,0.008896,0.00818432,7.989999999999991,1.6890774591930948,11.993753300414337,TP
2025-02-26 05:45:00,2025-02-26 16:30:00,0.008186,0.00851344,-4.010000000000001,1.6213454530794518,15.52280379306772,SL
2025-02-26 17:30:00,2025-02-26 22:00:00,0.008082,0.008405280000000001,-4.010000000000005,1.5563295004109656,18.910339360965708,SL
2025-02-27 08:15:00,2025-02-28 03:45:00,0.008455,0.007778600000000001,7.989999999999996,1.6806802274938015,12.431275475906883,TP
2025-02-28 10:30:00,2025-02-28 13:00:00,0.007663,0.00796952,-4.010000000000015,1.6132849503712998,15.94278132932303,SL
2025-03-01 23:00:00,2025-03-02 15:30:00,0.008706,0.00905424,-4.009999999999996,1.548592223861411,19.313475798017166,SL
2025-03-05 11:15:00,2025-03-06 17:30:00,0.006602,0.0060738400000000005,7.989999999999996,1.6723247425479375,12.866622514278744,TP
2025-03-07 08:15:00,2025-03-07 14:30:00,0.00629,0.0065416,-4.010000000000004,1.6052645203717653,16.360670951456164,SL
2025-03-07 20:15:00,2025-03-08 14:00:00,0.00656,0.0060352,7.989999999999996,1.733525155549469,9.677888560477523,TP
2025-03-08 21:00:00,2025-03-09 14:00:00,0.006144,0.0056524800000000005,7.989999999999993,1.8720338154778715,2.461151856459686,TP
2025-03-09 21:45:00,2025-03-10 00:30:00,0.005447,0.00566488,-4.010000000000003,1.7969652594772088,6.372459667015658,SL
2025-03-12 03:45:00,2025-03-12 12:15:00,0.005955,0.0061932,-4.010000000000001,1.7249069525721727,10.126924034368328,SL
2025-03-12 14:30:00,2025-03-13 12:00:00,0.005969,0.0062077600000000005,-4.010000000000003,1.6557381837740286,13.73083438059016,SL
2025-03-13 17:00:00,2025-03-14 03:45:00,0.006128,0.00637312,-4.0100000000000104,1.58934308260469,17.1902279219285,SL
2025-03-14 08:30:00,2025-03-14 15:00:00,0.006369,0.00662376,-4.01000000000001,1.5256104249922418,20.510899782259173,SL
2025-03-14 18:30:00,2025-03-15 01:15:00,0.006457,0.0067152800000000006,-4.010000000000008,1.4644334469500528,23.69841270099058,SL
2025-03-15 08:15:00,2025-03-15 12:30:00,0.006682,0.0069492799999999995,-4.01,1.4057096657273558,26.758106351680855,SL
2025-03-16 12:45:00,2025-03-20 07:45:00,0.006677,0.00694408,-4.010000000000004,1.3493407081316888,29.69510628697845,SL
2025-03-21 16:30:00,2025-03-21 21:30:00,0.006195,0.0064428,-4.010000000000004,1.295232145735608,32.51433252487062,SL
2025-03-22 05:30:00,2025-03-24 04:00:00,0.006322,0.006574880000000001,-4.010000000000007,1.2432933366916101,35.22050779062331,SL
2025-03-28 13:45:00,2025-03-29 10:30:00,0.006514,0.00599288,7.989999999999998,1.3426324742932698,30.044626363094107,TP
2025-03-29 21:15:00,2025-03-30 04:00:00,0.005696,0.00592384,-4.010000000000001,1.2887929120741097,32.849836845934036,SL
2025-03-30 09:45:00,2025-04-02 00:00:00,0.005952,0.00547584,7.989999999999996,1.3917674657488308,27.48453880992418,TP
2025-04-02 12:15:00,2025-04-03 11:00:00,0.00506,0.004655200000000001,7.989999999999988,1.5029696862621622,21.69055346083713,TP
2025-04-03 18:00:00,2025-04-03 20:45:00,0.004643,0.004828720000000001,-4.010000000000007,1.4427006018430495,24.83076226705756,SL
2025-04-04 00:45:00,2025-04-06 13:45:00,0.004727,0.0043488400000000005,7.989999999999994,1.557972379930309,18.824740172195472,TP
2025-04-07 03:00:00,2025-04-09 01:15:00,0.004055,0.0037305999999999997,7.989999999999997,1.6824543730867403,12.338836911953907,TP
2025-04-09 11:30:00,2025-04-09 13:30:00,0.003953,0.00411112,-4.010000000000008,1.6149879527259619,15.854049551784563,SL
2025-04-10 00:30:00,2025-04-11 15:45:00,0.00436,0.0045344,-4.009999999999998,1.5502269358216507,19.228302164758006,SL
2025-04-11 21:30:00,2025-04-11 22:00:00,0.004797,0.00498888,-4.010000000000004,1.4880628356952026,22.467247247951207,SL
2025-04-12 03:15:00,2025-04-12 06:45:00,0.004768,0.00495872,-4.010000000000003,1.428391515983825,25.576310633308363,SL
2025-04-16 00:00:00,2025-04-16 22:30:00,0.004527,0.00470808,-4.010000000000003,1.3711130161928735,28.5607005769127,SL
2025-04-17 01:30:00,2025-04-17 08:15:00,0.004555,0.0047372000000000004,-4.01000000000001,1.3161313842435391,31.425416483778505,SL
2025-04-20 22:15:00,2025-04-21 01:45:00,0.004968,0.0051667200000000005,-4.010000000000007,1.2633545157353732,34.17525728277899,SL
2025-05-17 22:00:00,2025-05-18 05:15:00,0.011975,0.012454,-4.0100000000000025,1.2126939996543846,36.814829465739564,SL
2025-05-22 01:45:00,2025-05-22 06:00:00,0.013467,0.01400568,-4.009999999999998,1.1640649702682437,39.348554804163406,SL
2025-05-24 15:30:00,2025-05-25 15:15:00,0.013136,0.012085120000000001,7.98999999999999,1.2570737613926763,34.50250433301606,TP
2025-05-28 13:30:00,2025-05-29 19:00:00,0.01254,0.011536800000000002,7.989999999999993,1.357513954927951,29.269254429224066,TP
2025-05-29 22:45:00,2025-05-30 00:45:00,0.011656,0.01072352,7.989999999999994,1.465979319926694,23.61786785811908,TP
2025-05-30 14:00:00,2025-05-30 23:15:00,0.010973,0.01009516,7.989999999999996,1.5831110675888367,17.5149354999828,TP
2025-05-31 07:00:00,2025-05-31 21:00:00,0.009891,0.010286640000000001,-4.01000000000001,1.519628313778524,20.822586586433506,SL
2025-05-31 23:15:00,2025-06-01 08:00:00,0.010148,0.010553920000000001,-4.010000000000006,1.4586912183960052,23.99760086431752,SL
2025-06-01 09:15:00,2025-06-01 16:00:00,0.0102,0.010608000000000001,-4.010000000000004,1.4001977005383255,27.045297069658385,SL
2025-06-01 18:30:00,2025-06-01 20:30:00,0.010383,0.01079832,-4.010000000000003,1.3440497727467386,29.970780657165086,SL
2025-06-02 02:00:00,2025-06-05 10:15:00,0.010666,0.00981272,7.989999999999997,1.4514393495892028,24.375446031672585,TP
2025-06-05 14:00:00,2025-06-05 20:15:00,0.009859,0.00907028,7.989999999999997,1.56740935362138,18.333044169603234,TP
2025-06-06 16:45:00,2025-06-07 02:15:00,0.009562,0.00994448,-4.010000000000011,1.5045562385411624,21.607889098402158,SL
2025-06-07 12:45:00,2025-06-11 00:00:00,0.010182,0.010589280000000001,-4.010000000000012,1.4442235333756617,24.751412745556237,SL
2025-06-12 15:30:00,2025-06-13 00:00:00,0.010722,0.009864240000000002,7.98999999999999,1.559616993692377,18.739050623926186,TP
2025-06-13 08:45:00,2025-06-13 12:30:00,0.00933,0.0097032,-4.010000000000007,1.4970763522453125,21.99761469390675,SL
2025-06-13 18:00:00,2025-06-18 13:15:00,0.009656,0.00888352,7.98999999999999,1.6166927527897128,15.76522410794991,TP
2025-06-18 16:00:00,2025-06-18 20:45:00,0.009037,0.00939848,-4.01000000000001,1.551863373402845,19.14303862122113,SL
2025-06-19 06:15:00,2025-06-21 17:30:00,0.009484,0.00872528,7.989999999999991,1.6758572569377321,12.682567407056714,TP
2025-06-22 01:45:00,2025-06-22 13:15:00,0.008515,0.0078338,7.989999999999998,1.809758251767057,5.705904542880543,TP
2025-06-25 06:15:00,2025-06-25 13:45:00,0.009763,0.010153520000000001,-4.010000000000001,1.737186945871198,9.487097770711035,SL
2025-06-25 15:00:00,2025-06-25 21:30:00,0.009682,0.01006928,-4.010000000000003,1.6675257493417628,13.116665150105527,SL
2025-06-25 23:00:00,2025-06-27 15:30:00,0.009706,0.010094239999999999,-4.009999999999998,1.600657966793158,16.600686877586305,SL
2025-08-02 14:15:00,2025-08-02 18:00:00,0.034085,0.031358199999999996,7.990000000000004,1.7285505383399313,9.937081759105446,TP
2025-08-02 23:15:00,2025-08-03 03:45:00,0.032528,0.033829120000000004,-4.010000000000009,1.6592356617525,13.548604780565327,SL
2025-08-03 12:00:00,2025-08-03 19:15:00,0.033812,0.035164480000000005,-4.01000000000001,1.5927003117162244,17.01530572886467,SL
2025-08-06 08:30:00,2025-08-06 15:15:00,0.032813,0.034125520000000006,-4.010000000000014,1.5288330292164036,20.34299196913721,SL
2025-08-07 08:45:00,2025-08-07 10:15:00,0.035046,0.03644784,-4.010000000000004,1.4675268247448259,23.537237991174802,SL
2025-08-15 09:15:00,2025-08-15 15:45:00,0.033554,0.030869680000000004,7.98999999999999,1.5847822180419373,17.42786330666968,TP
2025-08-16 09:45:00,2025-08-17 04:00:00,0.03227,0.0335608,-4.010000000000005,1.5212324510984556,20.739005988072222,SL
2025-08-17 07:15:00,2025-08-20 00:00:00,0.03329,0.030626800000000003,7.989999999999991,1.642778923941222,14.406052566519204,TP
2025-08-20 07:30:00,2025-08-20 17:30:00,0.029987,0.031186480000000003,-4.01000000000001,1.5769034890911788,17.838369858601798,SL
2025-08-21 02:45:00,2025-08-22 12:00:00,0.0319,0.029348,7.989999999999996,1.7028980778695637,11.273655610304095,TP
2025-08-23 02:30:00,2025-08-27 00:00:00,0.035163,0.032349960000000004,7.989999999999988,1.8389596342913417,4.184420693567401,TP
2025-08-27 10:30:00,2025-08-29 18:30:00,0.030879,0.028408680000000002,7.989999999999993,1.9858925090712196,0.0,TP
2025-08-30 01:30:00,2025-08-30 10:45:00,0.029058,0.030220320000000002,-4.010000000000005,1.9062582194574638,4.009999999999997,SL
2025-08-30 13:00:00,2025-09-03 00:00:00,0.029676,0.03086304,-4.010000000000001,1.8298172648572195,7.859198999999995,SL
2025-09-03 07:15:00,2025-09-10 00:00:00,0.030172,0.031378880000000005,-4.010000000000013,1.7564415925364447,11.55404512010001,SL
2025-09-24 13:45:00,2025-09-25 12:15:00,0.03004,0.027636800000000003,7.989999999999991,1.8967812757801064,4.487213325196016,TP
2025-09-25 15:15:00,2025-10-01 08:45:00,0.028101,0.02922504,-4.009999999999999,1.820720346621324,8.317276070855662,SL
2025-10-01 21:30:00,2025-10-02 19:00:00,0.031182,0.032429280000000005,-4.0100000000000104,1.7477094607218087,11.99375330041436,SL
2025-10-03 10:45:00,2025-10-03 16:30:00,0.030858,0.03209232,-4.010000000000002,1.6776263113468641,15.522803793067744,SL
2025-10-03 18:00:00,2025-10-05 05:15:00,0.031,0.03224,-4.0099999999999945,1.610353496261855,18.910339360965718,SL
2025-10-10 07:00:00,2025-10-10 12:30:00,0.030341,0.03155464,-4.010000000000007,1.5457783210617546,22.162034752590998,SL
2025-10-10 14:45:00,2025-10-10 19:00:00,0.030587,0.02814004,7.989999999999993,1.6692860089145887,15.942781329323024,TP
2025-10-11 03:00:00,2025-10-11 09:00:00,0.023819,0.02477176,-4.010000000000002,1.6023476399571137,19.31347579801717,SL
2025-10-11 11:15:00,2025-10-11 19:15:00,0.023902,0.02198984,7.989999999999998,1.7303752163896873,12.866622514278731,TP
2025-10-12 08:45:00,2025-10-12 14:45:00,0.021941,0.02281864,-4.010000000000011,1.6609871702124606,16.360670951456164,SL
2025-10-12 22:45:00,2025-10-15 13:45:00,0.025684,0.02362928,7.989999999999998,1.7937000451124363,9.677888560477507,TP
2025-10-16 05:00:00,2025-10-16 19:45:00,0.023398,0.02152616,7.989999999999998,1.93701667871692,2.461151856459655,TP
2025-10-17 02:15:00,2025-10-17 08:00:00,0.021981,0.02022252,7.989999999999998,2.091784311346402,0.0,TP
2025-10-17 14:15:00,2025-10-17 16:00:00,0.020692,0.02151968,-4.010000000000004,2.0079037604614114,4.009999999999998,SL
2025-10-18 00:00:00,2025-10-19 10:15:00,0.021091,0.02193464,-4.009999999999999,1.9273868196669088,7.859198999999996,SL
2025-10-19 21:30:00,2025-10-22 11:00:00,0.022425,0.020631,7.990000000000001,2.081385026558295,0.49714900009998153,TP
2025-10-22 14:15:00,2025-10-25 18:15:00,0.020815,0.0216476,-4.009999999999997,1.9979214869933075,4.487213325195973,SL
2025-10-25 21:45:00,2025-10-26 12:00:00,0.021434,0.022291360000000003,-4.010000000000007,1.9178048353648758,8.317276070855618,SL
2025-10-26 17:45:00,2025-10-27 01:45:00,0.02196,0.022838400000000002,-4.010000000000007,1.8409008614667441,11.993753300414314,SL
2025-10-29 00:00:00,2025-10-29 17:45:00,0.020616,0.02144064,-4.010000000000008,1.7670807369219277,15.522803793067702,SL
2025-10-29 23:15:00,2025-10-30 13:15:00,0.021312,0.019607040000000003,7.989999999999991,1.9082704878019894,8.773075816133828,TP
2025-10-31 06:30:00,2025-11-02 19:15:00,0.018716,0.01721872,7.99,2.0607412997773684,1.4840445738429149,TP
2025-11-02 22:30:00,2025-11-05 00:00:00,0.017297,0.015913240000000002,7.989999999999988,2.22539452962958,0.0,TP
2025-11-05 10:30:00,2025-11-05 13:45:00,0.014637,0.015222480000000002,-4.010000000000007,2.1361562089914337,4.010000000000002,SL
2025-11-05 21:00:00,2025-11-07 11:15:00,0.015236,0.014017120000000001,7.98999999999999,2.306835090089849,0.0,TP
2025-11-08 00:45:00,2025-11-08 02:30:00,0.015612,0.01623648,-4.010000000000013,2.2143310029772456,4.010000000000014,SL
2025-11-08 04:00:00,2025-11-08 14:15:00,0.015828,0.014561759999999998,7.990000000000001,2.391256050115128,0.0,TP
2025-11-08 19:15:00,2025-11-09 14:15:00,0.014601,0.01518504,-4.010000000000007,2.2953666825055112,4.010000000000001,SL
2025-11-09 22:30:00,2025-11-10 00:45:00,0.015175,0.015782,-4.010000000000011,2.2033224785370398,7.85919900000002,SL
2025-11-12 00:00:00,2025-11-12 08:30:00,0.014595,0.015178800000000001,-4.010000000000004,2.1149692471477044,11.554045120100023,SL
2025-11-12 15:00:00,2025-11-13 17:00:00,0.015108,0.013899360000000001,7.989999999999991,2.2839552899948057,4.487213325196027,TP
2025-11-14 00:45:00,2025-11-16 16:30:00,0.013419,0.01234548,7.989999999999997,2.4664433176653904,0.0,TP
2025-11-19 00:00:00,2025-11-19 18:15:00,0.012265,0.0112838,7.989999999999998,2.663512138746855,0.0,TP
2025-11-20 10:00:00,2025-11-20 13:00:00,0.012303,0.01279512,-4.010000000000004,2.556705301983106,4.01000000000001,SL
2025-11-20 15:45:00,2025-11-20 18:45:00,0.012297,0.01131324,7.990000000000001,2.7609860556115566,0.0,TP
2025-11-20 23:30:00,2025-11-21 07:30:00,0.011565,0.010639800000000001,7.989999999999993,2.9815888414549194,0.0,TP
2025-11-21 15:30:00,2025-11-21 17:00:00,0.010323,0.010735920000000001,-4.010000000000007,2.862027128912577,4.010000000000007,SL
2025-11-21 20:15:00,2025-11-23 22:30:00,0.01036,0.0107744,-4.010000000000006,2.7472598410431823,7.859199000000016,SL
2025-11-23 23:00:00,2025-11-26 00:00:00,0.010394,0.010809760000000002,-4.0100000000000104,2.63709472141735,11.554045120100035,SL
2025-11-26 08:30:00,2025-11-26 17:45:00,0.011103,0.011547120000000001,-4.010000000000009,2.531347223088514,15.100727910784034,SL
2025-11-27 01:15:00,2025-11-28 15:15:00,0.011512,0.01197248,-4.010000000000009,2.429840199442664,18.50518872156161,SL
2025-11-28 16:45:00,2025-12-01 00:00:00,0.011434,0.01051928,7.989999999999991,2.623984431378133,11.99375330041439,TP
