strategy,return_dd,return,max_dd,trades,win_rate,tp_rate
mean_reversion,0.6221136504627652,6.8980259629398475,11.08804791183843,107,47.66355140186916,16.822429906542055
mean_reversion,-0.2944379764228021,-4.0014885785142145,13.590259745462399,229,44.97816593886463,15.283842794759824
ema_cross,-1.2455638250893593,-45.21788110096303,36.30314255290692,263,9.885931558935361,6.4638783269961975
mean_reversion,-1.6033885545118702,-104.51734702287085,65.18528944762845,926,33.04535637149028,12.311015118790497
atr_expansion,-1.7958083347471179,-133.0824657223646,74.10727701133261,344,15.988372093023257,4.651162790697675
atr_expansion,-1.9864645278602902,-157.91345379282524,79.49472622243141,345,13.91304347826087,1.7391304347826086
ema_cross,-2.5193481395938018,-225.99944789430202,89.70552514855697,1229,9.19446704637917,6.91619202603743
atr_expansion,-2.9667953495773225,-282.4568563894952,95.20604662864146,1474,20.556309362279514,16.621438263229308
ema_cross,-3.975400555985483,-389.87032744344015,98.0707030531652,2248,11.832740213523131,9.697508896797153
