entry_time,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,winner,exit_reason,equity,drawdown,bars_held,regime_type,regime_favorable,price_vs_ema50,price_vs_ema100,ema50_slope,price_7d_change,price_14d_change,entry_date,week
2025-02-02 16:00:00,1064,1067,0.594,0.54945,7.489999999999997,True,TP,1.512683100008496,0.0,3,Strong Downtrend,True,-4.939118681047681,-12.338295925654863,-5.192971615839563,-7.245471580262331,-13.208649912331971,2025-02-02 16:00:00,2025-01-27/2025-02-02
2025-02-02 21:45:00,1087,1088,0.5929,0.622545,-5.010000000000006,False,SL,1.4368976766980703,5.009999999999996,1,Strong Downtrend,True,-2.2076346041027994,-8.237934815147794,-1.9866726093033689,-3.983805668016205,-7.619196011218454,2025-02-02 21:45:00,2025-01-27/2025-02-02
2025-02-03 01:30:00,1102,1103,0.6061,0.5606425,7.489999999999989,True,TP,1.5445213126827557,0.0,1,Weak Uptrend,False,-2.886079339213563,-6.191209487498658,2.545648688303509,8.174192396930202,5.518802228412256,2025-02-03 01:30:00,2025-02-03/2025-02-09
2025-02-03 05:00:00,1116,1117,0.617,0.64785,-5.010000000000008,False,SL,1.4671407949173496,5.010000000000003,1,Weak Uptrend,False,-3.3344733029841036,-4.880337365235666,2.565274553735985,0.03242542153047978,-0.06478781988985549,2025-02-03 05:00:00,2025-02-03/2025-02-09
2025-02-03 08:30:00,1130,1132,0.6376,0.66948,-5.010000000000004,False,SL,1.3936370410919903,9.768999000000012,2,Weak Uptrend,False,-1.9480530985579887,-2.342139736405084,2.850642205557978,5.197162184458004,13.796180617526321,2025-02-03 08:30:00,2025-02-03/2025-02-09
2025-02-03 12:30:00,1146,1154,0.6528,0.60384,7.489999999999999,True,TP,1.4980204554697802,3.0106970251000185,8,Weak Uptrend,False,-1.5824150691367247,-1.0506436333373674,2.4720653981697214,-0.6392694063926951,7.990074441687356,2025-02-03 12:30:00,2025-02-03/2025-02-09
2025-02-03 23:45:00,1191,1211,0.8072,0.7466600000000001,7.489999999999991,True,TP,1.6102221875844667,0.0,20,Strong Uptrend,False,3.1116378417505453,9.072901853450732,8.334749494688637,2.95918367346939,21.493076459963877,2025-02-03 23:45:00,2025-02-03/2025-02-09
2025-02-04 17:45:00,1263,1268,0.7346,0.7713300000000001,-5.010000000000005,False,SL,1.5295500559864847,5.010000000000009,5,Weak Uptrend,False,-0.5255468492123822,-0.4855396707054596,0.6095614507877634,4.524758110415483,-6.930191308754585,2025-02-04 17:45:00,2025-02-03/2025-02-09
2025-02-04 19:45:00,1271,1277,0.6919,0.6400075,7.490000000000001,True,TP,1.6441133551798723,0.0,6,Weak Uptrend,False,-6.402944248072906,-6.327050942246366,0.28734002191043134,-6.9651741293532465,-4.248546913921958,2025-02-04 19:45:00,2025-02-03/2025-02-09
2025-02-05 04:15:00,1305,1311,0.6581,0.6910050000000001,-5.010000000000011,False,SL,1.5617432760853605,5.0100000000000176,6,Strong Downtrend,True,-2.9464865332955346,-5.743326987227972,-3.7107949073165774,2.9729306837740666,-11.34312272666037,2025-02-05 04:15:00,2025-02-03/2025-02-09
2025-02-05 08:45:00,1323,1325,0.6736,0.70728,-5.010000000000007,False,SL,1.483499937953484,9.768999000000015,2,Weak Downtrend,True,-0.8513801377189412,-2.779828919408022,-0.03790321057013958,3.6945812807881895,-9.886287625418067,2025-02-05 08:45:00,2025-02-03/2025-02-09
2025-02-05 10:00:00,1328,1346,0.6728,0.70644,-5.010000000000002,False,SL,1.4091765910620142,14.289572150100025,18,Weak Uptrend,False,-1.0251851417577833,-2.746776940224219,0.3647099856036746,-0.48809347729626973,-2.5351296537737267,2025-02-05 10:00:00,2025-02-03/2025-02-09
2025-02-05 14:45:00,1347,1353,0.6667,0.6166975,7.489999999999992,True,TP,1.514723917732559,7.869861104142514,6,Weak Uptrend,False,-2.4555117039059464,-3.430209996985028,0.5043238351587505,-2.357937902753371,3.669724770642202,2025-02-05 14:45:00,2025-02-03/2025-02-09
2025-02-06 08:15:00,1417,1429,0.5089,0.47073250000000005,7.489999999999992,True,TP,1.6281767391707278,0.9693137008427869,12,Strong Downtrend,True,-3.9690996668882326,-10.264985090465949,-3.210198433612714,-1.0692068429237866,-10.875656742556906,2025-02-06 08:15:00,2025-02-03/2025-02-09
2025-02-06 21:15:00,1469,1487,0.4439,0.46609500000000004,-5.010000000000005,False,SL,1.5466050845382744,5.93075108443056,18,Strong Downtrend,True,-4.14068152555294,-10.644400442776547,-4.385391942746711,-1.813758018137579,-14.354620875940572,2025-02-06 21:15:00,2025-02-03/2025-02-09
2025-02-07 05:45:00,1503,1512,0.4516,0.47418000000000005,-5.0100000000000104,False,SL,1.4691201698029066,10.643620455100605,9,Weak Uptrend,False,-1.0278708313421323,-4.911477664308912,0.8632765145248392,2.010390783826521,7.03958283953543,2025-02-07 05:45:00,2025-02-03/2025-02-09
2025-02-07 15:45:00,1543,1549,0.5197,0.48072250000000005,7.489999999999998,True,TP,1.5791572705211443,3.95082762718764,6,Strong Uptrend,False,1.2754233693895618,3.8524271052503534,7.982191237300285,7.709844559585499,11.691381904147867,2025-02-07 15:45:00,2025-02-03/2025-02-09
2025-02-08 15:45:00,1639,1644,0.471,0.49455,-5.010000000000004,False,SL,1.5000414912680349,8.762891163065545,5,Weak Uptrend,False,0.8057520244312635,1.1281398929520197,2.6068744542428286,2.6591107236268563,11.929657794676807,2025-02-08 15:45:00,2025-02-03/2025-02-09
2025-02-09 01:00:00,1676,1678,0.5215,0.547575,-5.010000000000014,False,SL,1.424889412555506,13.333870315795979,2,Strong Uptrend,False,1.117452370718768,4.769080882534064,5.6887095494138045,5.05640612409346,11.170326156469823,2025-02-09 01:00:00,2025-02-03/2025-02-09
2025-02-09 06:00:00,1696,1705,0.5341,0.560805,-5.009999999999996,False,SL,1.3535024529864752,17.675843412974597,9,Strong Uptrend,False,-1.4888862961892617,2.834670679621388,5.125761661639266,-0.5955704448166732,14.515437392795882,2025-02-09 06:00:00,2025-02-03/2025-02-09
2025-02-09 11:30:00,1718,1735,0.5395,0.4990375,7.489999999999992,True,TP,1.4548797867151622,11.509764084606399,17,Weak Uptrend,False,-0.5580489894151686,2.2566059023103215,0.15470167811907454,-5.829987781462731,-2.388275737289669,2025-02-09 11:30:00,2025-02-03/2025-02-09
2025-02-10 03:00:00,1780,1782,0.4933,0.517965,-5.009999999999999,False,SL,1.3819903094007324,15.943124903967625,2,Weak Downtrend,True,-1.4285489597255965,-2.614848877494896,-0.34222325114378355,0.694019187589312,-6.783824640967495,2025-02-10 03:00:00,2025-02-10/2025-02-16
2025-02-10 21:45:00,1855,1859,0.6268,0.57979,7.489999999999999,True,TP,1.4855013835748472,9.647264959274807,4,Strong Uptrend,False,1.178600508476475,6.478885791583318,4.2954975626160845,-1.166824345632289,19.11820600532117,2025-02-10 21:45:00,2025-02-10/2025-02-16
2025-02-11 08:30:00,1898,1917,0.6579,0.6085575000000001,7.489999999999992,True,TP,1.5967654372046032,2.879845104724492,19,Strong Uptrend,False,1.9588879402135562,6.013282029072729,5.027714528313873,3.248587570621475,4.894770408163285,2025-02-11 08:30:00,2025-02-10/2025-02-16
2025-02-12 01:00:00,1964,2003,0.5651,0.5227175000000001,7.489999999999997,True,TP,1.716363168451228,0.0,39,Strong Downtrend,True,-3.407399032309687,-5.3545123024008285,-3.904263502835894,-3.5336292249914525,-9.757266049185553,2025-02-12 01:00:00,2025-02-10/2025-02-16
2025-02-12 12:30:00,2010,2013,0.5361,0.5629050000000001,-5.010000000000014,False,SL,1.6303733737118211,5.0100000000000176,3,Strong Downtrend,True,-2.6547335168482697,-5.307426769124011,-2.1963013569358556,-2.933188484519278,-4.574581701673186,2025-02-12 12:30:00,2025-02-10/2025-02-16
2025-02-12 13:30:00,2014,2027,0.504,0.5292,-5.010000000000001,False,SL,1.548691667688859,9.768999000000015,13,Strong Downtrend,True,-8.13808063827978,-10.62185459791617,-2.2566772460228828,-7.844212835984655,-10.336239103362399,2025-02-12 13:30:00,2025-02-10/2025-02-16
2025-02-13 02:45:00,2067,2070,0.5608,0.58884,-5.010000000000012,False,SL,1.471102215137647,14.289572150100021,3,Weak Uptrend,False,0.055336656462704845,0.30090066738622123,3.383482109483981,2.635431918008768,4.979408461250467,2025-02-13 02:45:00,2025-02-10/2025-02-16
2025-02-13 04:45:00,2075,2098,0.5539,0.5123575,7.489999999999987,True,TP,1.5812877710514566,7.8698611041425215,23,Weak Uptrend,False,-1.8083692308546162,-1.3204675994809745,2.0375586117490965,-2.4823943661971826,6.662815328326577,2025-02-13 04:45:00,2025-02-10/2025-02-16
2025-02-13 19:30:00,2134,2178,0.4787,0.502635,-5.010000000000008,False,SL,1.5020652537217785,12.48558106282499,44,Strong Downtrend,True,-3.3630243752472464,-6.975141771819768,-4.198830284459014,-3.2538399353274072,-12.068332108743562,2025-02-13 19:30:00,2025-02-10/2025-02-16
2025-02-14 15:30:00,2214,2216,0.5348,0.56154,-5.009999999999997,False,SL,1.4268117845103174,16.87005345157745,2,Strong Uptrend,False,1.393019453408291,3.1977275800940848,3.7002458955944775,3.482972136222906,11.625965351701106,2025-02-14 15:30:00,2025-02-10/2025-02-16
2025-02-14 16:30:00,2218,2219,0.5361,0.5629050000000001,-5.010000000000014,False,SL,1.3553285141063502,21.034863773653438,1,Strong Uptrend,False,1.1749391381189773,3.055269568886785,2.783879640259667,-0.6670372429127158,8.941272099166842,2025-02-14 16:30:00,2025-02-10/2025-02-16
2025-02-14 19:00:00,2228,2241,0.5384,0.49802,7.489999999999994,True,TP,1.4568426198129159,15.120375070300081,13,Strong Uptrend,False,-0.08434668713321752,2.168723472255045,3.05021497953906,-0.14836795252225476,9.542217700915568,2025-02-14 19:00:00,2025-02-10/2025-02-16
2025-02-15 14:15:00,2305,2360,0.4357,0.457485,-5.010000000000001,False,SL,1.3838548045602888,19.372844279278052,55,Strong Downtrend,True,-3.663474106300868,-7.593464274201786,-4.157142214687532,-1.8251464623704416,-8.09955705547354,2025-02-15 14:15:00,2025-02-10/2025-02-16
2025-02-16 07:15:00,2373,2427,0.4437,0.4104225,7.489999999999991,True,TP,1.4875055294218544,13.333870315795973,54,Weak Uptrend,False,-0.4251457947536257,-1.4219432230789335,1.4227267926729796,-0.1799775028121564,3.4506878060153845,2025-02-16 07:15:00,2025-02-10/2025-02-16
2025-02-16 22:30:00,2434,2444,0.4191,0.440055,-5.010000000000002,False,SL,1.4129815023978194,17.6758434129746,10,Weak Downtrend,True,-2.4994095518729407,-3.897662345459523,-1.993582386190958,-4.663330300272984,-3.7657864523536255,2025-02-16 22:30:00,2025-02-10/2025-02-16
2025-02-17 05:00:00,2460,2481,0.4204,0.44142000000000003,-5.01000000000001,False,SL,1.3421911291276885,21.800283657984583,21,Weak Uptrend,False,-2.956918523561694,-3.48688794981553,0.9763000408043679,-1.6378100140383767,-2.9323481874855672,2025-02-17 05:00:00,2025-02-17/2025-02-23
2025-02-17 15:15:00,2501,2509,0.4384,0.40552000000000005,7.489999999999991,True,TP,1.4427212446993523,15.943124903967634,8,Weak Uptrend,False,-0.32326494439224307,0.22379529479896926,2.8012952713130947,6.407766990291264,-0.13667425968109104,2025-02-17 15:15:00,2025-02-17/2025-02-23
2025-02-18 03:45:00,2551,2559,0.3609,0.33383250000000003,7.489999999999991,True,TP,1.5507810659273338,9.647264959274809,8,Strong Downtrend,True,-4.007948921815594,-8.373434186250023,-4.525457954364207,-1.581674393236987,-20.41896361631753,2025-02-18 03:45:00,2025-02-17/2025-02-23
2025-02-18 13:00:00,2588,2598,0.3304,0.30562000000000006,7.4899999999999896,True,TP,1.666934567765291,2.8798451047245006,10,Strong Downtrend,True,-3.5455763627289327,-8.791205805347646,-3.9018837563713613,0.18192844147970622,-9.055876685934482,2025-02-18 13:00:00,2025-02-17/2025-02-23
2025-02-18 20:15:00,2617,2620,0.3022,0.31731000000000004,-5.010000000000004,False,SL,1.5834211459202499,7.745564864977802,3,Strong Downtrend,True,-4.1086274264942375,-10.183419339378926,-6.117334474041574,-7.186732186732181,-8.618082854550945,2025-02-18 20:15:00,2025-02-17/2025-02-23
2025-02-19 04:15:00,2649,2720,0.3187,0.2947975,7.489999999999998,True,TP,1.7020193897496765,0.8357076733646449,71,Weak Uptrend,False,-0.30875740204320384,-3.1786579178798924,1.1049569520840452,-0.15664160401002158,-1.7873651771956989,2025-02-19 04:15:00,2025-02-17/2025-02-23
2025-02-20 15:45:00,2791,2797,0.3301,0.346605,-5.009999999999998,False,SL,1.6167482183232176,5.803838718929082,6,Weak Uptrend,False,-0.3785696157595597,1.5141757637832791,4.636352586056426,3.188496405126595,13.319601785101277,2025-02-20 15:45:00,2025-02-17/2025-02-23
2025-02-20 21:45:00,2815,2830,0.351,0.36855,-5.010000000000003,False,SL,1.5357491325852244,10.523066399110736,15,Strong Uptrend,False,0.6306435374201314,3.836921739482551,4.895782687284267,3.509289295193141,10.830438901168304,2025-02-20 21:45:00,2025-02-17/2025-02-23
2025-02-21 02:15:00,2833,2857,0.3515,0.369075,-5.0100000000000025,False,SL,1.4588081010427045,15.005860772515295,24,Strong Uptrend,False,-0.07078997572445003,2.47479460633597,0.9527543702682275,-5.839807125636232,0.3139269406392753,2025-02-21 02:15:00,2025-02-17/2025-02-23
2025-02-21 14:15:00,2881,2886,0.3784,0.35002000000000005,7.4899999999999896,True,TP,1.5680728278108031,8.639799744376687,5,Strong Uptrend,False,0.4496003485698458,4.089435953839903,5.550750526836835,4.7039291643608205,6.681702847476734,2025-02-21 14:15:00,2025-02-17/2025-02-23
2025-02-22 02:45:00,2931,2956,0.3189,0.33484500000000006,-5.010000000000013,False,SL,1.4895123791374816,13.216945777183433,25,Strong Downtrend,True,-4.5315729525521355,-6.89369928747898,-4.547164124985738,-3.800904977375563,-20.334748938296276,2025-02-22 02:45:00,2025-02-17/2025-02-23
2025-02-22 17:45:00,2991,3061,0.3634,0.336145,7.489999999999992,True,TP,1.601076856334879,6.7168950158944725,70,Strong Uptrend,False,1.3029814400252708,3.4169702102673964,5.549590000518785,4.726224783861688,13.56249999999999,2025-02-22 17:45:00,2025-02-17/2025-02-23
2025-02-23 18:45:00,3091,3109,0.3235,0.339675,-5.009999999999999,False,SL,1.5208629058325014,11.390378575598167,18,Weak Downtrend,True,-2.572834805213169,-4.6646929257112895,-3.1544099907559193,-2.5015069318866656,-7.146957520091846,2025-02-23 18:45:00,2025-02-17/2025-02-23
2025-02-24 03:15:00,3125,3145,0.3275,0.3029375,7.489999999999995,True,TP,1.6347755374793558,4.753517930910468,20,Weak Uptrend,False,-0.8683715717042944,-2.031491297831065,0.6884171579373755,1.9613947696139666,-0.5768063145112357,2025-02-24 03:15:00,2025-02-24/2025-03-02
2025-02-24 14:00:00,3168,3196,0.3102,0.286935,7.489999999999994,True,TP,1.7572202252365594,0.0,28,Weak Downtrend,True,-1.857458416822512,-3.7215033892897793,-1.4188477942143611,-1.9905213270142275,-9.53630796150482,2025-02-24 14:00:00,2025-02-24/2025-03-02
2025-02-25 09:00:00,3244,3255,0.2736,0.28728000000000004,-5.01000000000001,False,SL,1.6691834919522075,5.010000000000016,11,Strong Downtrend,True,-2.4609337889119938,-5.902977246300622,-2.533354127261447,-0.4004368401892888,-9.792284866468847,2025-02-25 09:00:00,2025-02-24/2025-03-02
2025-02-25 15:00:00,3268,3271,0.2753,0.289065,-5.0100000000000104,False,SL,1.5855573990054017,9.768999000000026,3,Weak Downtrend,True,-0.8255134586767734,-3.3676921092475305,-0.40122238185927134,-1.4674302075876833,-2.237215909090917,2025-02-25 15:00:00,2025-02-24/2025-03-02
2025-02-25 19:00:00,3284,3287,0.286,0.3003,-5.010000000000013,False,SL,1.5061209733152308,14.289572150100044,3,Weak Uptrend,False,0.9455680879413935,-0.08815287962297806,2.0038866129462303,0.5272407732864748,3.1746031746031633,2025-02-25 19:00:00,2025-02-24/2025-03-02
2025-02-25 23:30:00,3302,3317,0.2904,0.30492,-5.010000000000011,False,SL,1.4306643125521374,18.583664585380046,15,Weak Uptrend,False,-0.135905477120534,0.21516177362645408,2.7130501296487237,-2.778707733511898,7.795100222717166,2025-02-25 23:30:00,2025-02-24/2025-03-02
2025-02-26 05:30:00,3326,3365,0.2945,0.30922499999999997,-5.009999999999996,False,SL,1.3589880304932755,22.662622989652494,39,Weak Uptrend,False,0.19323764151779263,0.858245852225085,1.0128784446206012,-0.908479138627194,2.1505376344086002,2025-02-26 05:30:00,2025-02-24/2025-03-02
2025-02-26 18:15:00,3377,3379,0.2935,0.308175,-5.009999999999999,False,SL,1.2909027301655625,26.537225577870906,2,Weak Uptrend,False,-1.0378342970626728,-0.3161990784625052,1.869711588848844,2.44328097731239,-2.814569536423839,2025-02-26 18:15:00,2025-02-24/2025-03-02
2025-02-27 02:00:00,3408,3478,0.3267,0.3021975,7.489999999999995,True,TP,1.387591344654963,21.034863773653438,70,Strong Uptrend,False,2.2415389726848725,5.443612252816645,5.1154241795192705,5.557350565428099,14.631578947368418,2025-02-27 02:00:00,2025-02-24/2025-03-02
2025-02-27 23:45:00,3495,3513,0.3083,0.28517750000000003,7.489999999999997,True,TP,1.4915219363696197,15.120375070300081,18,Weak Downtrend,True,-1.3496279966973252,-1.7623613915076262,-1.327722932740899,0.42345276872965965,-2.1890862944162315,2025-02-27 23:45:00,2025-02-24/2025-03-02
2025-02-28 22:45:00,3587,3599,0.2953,0.31006500000000004,-5.01000000000001,False,SL,1.4167966873575015,19.372844279278063,12,Weak Uptrend,False,0.49782150946369186,0.474264134422117,2.4456409960199474,-0.6058566139346966,8.806190125276348,2025-02-28 22:45:00,2025-02-24/2025-03-02
2025-03-01 03:45:00,3607,3647,0.2999,0.27740750000000003,7.4899999999999896,True,TP,1.5229147592405783,13.333870315795995,40,Weak Uptrend,False,0.4197638870455542,1.0838482868979267,1.6366800784654685,-0.2992021276595813,6.12172682236376,2025-03-01 03:45:00,2025-02-24/2025-03-02
2025-03-02 06:00:00,3712,3747,0.2577,0.2383725,7.489999999999999,True,TP,1.6369810747076976,6.842577202449116,35,Weak Downtrend,True,-1.501595380055276,-4.139326200001138,-0.29475512379314794,2.956452257291242,-4.520192663949607,2025-03-02 06:00:00,2025-02-24/2025-03-02
2025-03-03 02:00:00,3792,3823,0.3334,0.35007,-5.010000000000006,False,SL,1.5549683228648419,11.509764084606418,31,Strong Uptrend,False,4.545178182824817,11.105700473839187,9.620304824210745,4.546879899655054,29.325058184639264,2025-03-03 02:00:00,2025-03-03/2025-03-09
2025-03-03 15:00:00,3844,3847,0.3615,0.3343875,7.489999999999995,True,TP,1.6714354502474185,4.881845414543443,3,Strong Uptrend,False,1.8267522576874757,7.6700477764947514,7.166286403638732,8.233532934131738,5.547445255474437,2025-03-03 15:00:00,2025-03-03/2025-03-09
2025-03-05 08:45:00,4011,4017,0.2606,0.27363,-5.009999999999995,False,SL,1.5876965341900229,9.647264959274812,6,Weak Uptrend,False,0.49943984295203575,1.221336001564793,3.4413762828704266,-0.648112847884097,8.49292256452956,2025-03-05 08:45:00,2025-03-03/2025-03-09
2025-03-05 13:15:00,4029,4041,0.2709,0.2505825,7.489999999999997,True,TP,1.7066150046008555,2.879845104724503,12,Strong Uptrend,False,1.134491153983904,3.018977142878921,3.393137726677937,3.1999999999999806,4.756380510440827,2025-03-05 13:15:00,2025-03-03/2025-03-09
2025-03-06 12:30:00,4122,4125,0.3283,0.3036775,7.489999999999998,True,TP,1.8344404684454594,0.0,3,Strong Uptrend,False,0.27883466215825703,5.890826642384407,6.073203760682272,2.8186658315064284,9.652638610554432,2025-03-06 12:30:00,2025-03-03/2025-03-09
2025-03-06 15:45:00,4135,4141,0.3263,0.30182749999999997,7.490000000000002,True,TP,1.9718400595320242,0.0,6,Strong Uptrend,False,0.5472582485109636,4.492849478514853,1.140177893697151,-2.7131782945736482,4.919614147909956,2025-03-06 15:45:00,2025-03-03/2025-03-09
2025-03-07 08:30:00,4202,4205,0.2726,0.28623000000000004,-5.010000000000011,False,SL,1.8730508725494694,5.010000000000019,3,Strong Downtrend,True,-2.785203157271921,-5.630498350767772,-3.9265000846976004,-4.417952314165497,-8.369747899159652,2025-03-07 08:30:00,2025-03-03/2025-03-09
2025-03-07 12:15:00,4217,4222,0.2772,0.29106000000000004,-5.010000000000014,False,SL,1.7792110238347407,9.768999000000033,5,Weak Downtrend,True,-1.4176315275343208,-3.4731670816300673,-0.2154455565129349,2.0242914979757165,-5.003427004797811,2025-03-07 12:15:00,2025-03-03/2025-03-09
2025-03-07 14:15:00,4225,4227,0.274,0.2877,-5.009999999999996,False,SL,1.6900725515406203,14.289572150100028,2,Weak Downtrend,True,-2.195842181656571,-4.1005612210388325,-0.20865560429198285,-0.18214936247723523,-0.5805515239477477,2025-03-07 14:15:00,2025-03-03/2025-03-09
2025-03-07 16:00:00,4232,4243,0.2759,0.289695,-5.010000000000002,False,SL,1.6053999167084352,18.58366458538002,11,Weak Downtrend,True,-1.68641320106707,-3.282795511094214,-0.3786221538908599,-2.197802197802212,-1.499464476972523,2025-03-07 16:00:00,2025-03-03/2025-03-09
2025-03-07 20:30:00,4250,4251,0.2733,0.286965,-5.010000000000014,False,SL,1.5249693808813423,22.662622989652494,1,Weak Downtrend,True,-2.27278855668073,-3.4795245602730813,-0.4371913087581898,-5.856011023079577,2.860368837034244,2025-03-07 20:30:00,2025-03-03/2025-03-09
2025-03-08 11:30:00,4310,4352,0.2523,0.23337750000000004,7.489999999999991,True,TP,1.6391895875093547,16.870053451577473,42,Weak Downtrend,True,-1.9177737913899624,-4.512771530785244,-1.6677577496570277,-2.019417475728147,-6.934710438952408,2025-03-08 11:30:00,2025-03-03/2025-03-09
2025-03-09 11:30:00,4406,4431,0.2483,0.2296775,7.489999999999994,True,TP,1.7619648876138054,10.643620455100622,25,Weak Uptrend,False,-0.5056845432155141,-0.9464911369270798,0.7438792931733118,-0.9573195053849126,3.8043478260869623,2025-03-09 11:30:00,2025-03-03/2025-03-09
2025-03-09 21:30:00,4446,4493,0.2351,0.24685500000000002,-5.010000000000007,False,SL,1.6736904467443536,15.120375070300089,47,Weak Downtrend,True,-2.2861106496051278,-3.849626466178805,-3.014958992020853,-5.3542673107890515,-7.001582278481022,2025-03-09 21:30:00,2025-03-03/2025-03-09
2025-03-10 10:30:00,4498,4503,0.2285,0.23992500000000003,-5.010000000000008,False,SL,1.5898385553624614,19.372844279278056,5,Weak Uptrend,False,-2.0776866928580393,-3.3494729824986305,0.08673693883250788,0.5279366476022895,-5.812036273701571,2025-03-10 10:30:00,2025-03-10/2025-03-16
2025-03-10 14:15:00,4513,4521,0.2225,0.2058125,7.489999999999997,True,TP,1.7089174631591098,13.333870315795988,8,Weak Uptrend,False,-5.028755180636072,-5.7811312431183675,0.41659368729059804,-4.9957301451750595,-3.007846556233651,2025-03-10 14:15:00,2025-03-10/2025-03-16
2025-03-10 23:45:00,4551,4572,0.2187,0.229635,-5.010000000000001,False,SL,1.6233006982548384,17.675843412974608,21,Weak Uptrend,False,-2.010748117299495,-3.6011349070055725,1.1879841387004821,7.999999999999985,-6.936170212765946,2025-03-10 23:45:00,2025-03-10/2025-03-16
