entry_time,entry_price,exit_price,exit_reason,pnl_pct,bars_held,equity
2025-12-02 20:55:00,0.22315,0.22203425,SL,-0.5999999999999994,2,9565.550021001234
2025-12-02 20:57:00,0.22248,0.2213676,SL,-0.600000000000006,1,9508.156720875228
2025-12-02 20:58:00,0.22127,0.2234827,TP,0.9000000000000054,3,9593.730131363105
2025-12-02 21:31:00,0.22221,0.2244321,TP,0.9000000000000021,3,9680.073702545375
2025-12-02 21:32:00,0.22251,0.22473510000000002,TP,0.9000000000000032,2,9767.194365868285
2025-12-02 22:00:00,0.2221,0.22098949999999998,SL,-0.6000000000000064,4,9708.591199673074
2025-12-02 22:10:00,0.21866,0.2175667,SL,-0.5999999999999961,1,9650.339652475035
2025-12-02 22:11:00,0.21891,0.21781545,SL,-0.5999999999999999,2,9592.437614560185
2025-12-02 22:13:00,0.21861,0.2207961,TP,0.8999999999999984,2,9678.769553091226
2025-12-02 22:17:00,0.21729,0.21946290000000002,TP,0.9000000000000026,3,9765.878479069048
2025-12-02 22:24:00,0.21848,0.22066480000000002,TP,0.9000000000000067,3,9853.77138538067
2025-12-02 23:02:00,0.22613,0.22499935,SL,-0.6000000000000048,4,9794.648757068388
2025-12-02 23:10:00,0.2238,0.222681,SL,-0.600000000000004,2,9735.880864525978
2025-12-02 23:11:00,0.22361,0.22249195,SL,-0.6000000000000042,5,9677.465579338821
2025-12-02 23:50:00,0.22457,0.22681569999999998,TP,0.8999999999999952,9,9764.56276955287
2025-12-02 23:51:00,0.2246,0.226846,TP,0.899999999999999,8,9852.443834478843
2025-12-02 23:52:00,0.22577,0.22464114999999998,SL,-0.6000000000000064,6,9793.329171471969
2025-12-03 00:01:00,0.22201,0.22089995,SL,-0.6000000000000005,2,9734.569196443137
2025-12-03 00:02:00,0.22233,0.22121835,SL,-0.5999999999999963,1,9676.161781264478
2025-12-03 00:03:00,0.21938,0.2215738,TP,0.899999999999998,2,9763.247237295858
2025-12-03 00:04:00,0.22131,0.2235231,TP,0.899999999999998,11,9851.11646243152
2025-12-03 00:19:00,0.21869,0.2208769,TP,0.8999999999999962,3,9939.776510593403
2025-12-03 00:20:00,0.21946,0.2183627,SL,-0.599999999999998,6,9880.137851529842
2025-12-03 00:27:00,0.21769,0.21660155,SL,-0.5999999999999958,4,9820.857024420662
2025-12-03 00:31:00,0.21615,0.21831150000000002,TP,0.900000000000005,4,9909.244737640449
2025-12-03 01:00:00,0.22131,0.2235231,TP,0.899999999999998,3,9998.427940279213
2025-12-03 01:12:00,0.2195,0.2184025,SL,-0.6000000000000005,2,9938.437372637538
2025-12-03 01:13:00,0.21924,0.2181438,SL,-0.5999999999999962,2,9878.806748401712
2025-12-03 01:14:00,0.21903,0.21793485,SL,-0.5999999999999951,1,9819.533907911302
2025-12-03 01:15:00,0.21778,0.2166911,SL,-0.6000000000000018,5,9760.616704463833
2025-12-03 01:20:00,0.21411,0.21303945,SL,-0.6000000000000016,1,9702.05300423705
2025-12-03 01:21:00,0.20844,0.2073978,SL,-0.5999999999999968,1,9643.840686211628
2025-12-03 01:22:00,0.20695,0.2090195,TP,0.9000000000000008,2,9730.635252387532
2025-12-03 01:23:00,0.20845,0.21053449999999999,TP,0.8999999999999949,1,9818.21096965902
2025-12-03 01:46:00,0.20901,0.2111001,TP,0.9000000000000054,5,9906.574868385951
2025-12-03 02:14:00,0.20838,0.2073381,SL,-0.6000000000000059,1,9847.135419175635
2025-12-03 02:15:00,0.20599,0.2080499,TP,0.9000000000000015,2,9935.759637948217
2025-12-03 02:16:00,0.20662,0.2086862,TP,0.8999999999999952,3,10025.181474689749
2025-12-03 02:30:00,0.20422,0.2062622,TP,0.899999999999997,2,10115.408107961955
2025-12-03 02:31:00,0.20548,0.2075348,TP,0.8999999999999977,1,10206.446780933613
2025-12-03 02:54:00,0.20616,0.2051292,SL,-0.5999999999999992,1,10145.208100248012
2025-12-03 02:55:00,0.20581,0.2078681,TP,0.9000000000000036,2,10236.514973150244
2025-12-03 03:03:00,0.2057,0.2046715,SL,-0.599999999999994,9,10175.095883311344
2025-12-03 03:04:00,0.20567,0.20464164999999998,SL,-0.6000000000000055,8,10114.045308011475
2025-12-03 03:21:00,0.2022,0.204222,TP,0.899999999999998,12,10205.071715783577
2025-12-03 03:50:00,0.20374,0.2027213,SL,-0.6000000000000055,4,10143.841285488876
2025-12-03 03:55:00,0.20152,0.2005124,SL,-0.5999999999999988,5,10082.978237775942
2025-12-03 03:56:00,0.20189,0.20088055,SL,-0.5999999999999975,4,10022.480368349286
2025-12-03 04:00:00,0.19949,0.19849255,SL,-0.6000000000000054,1,9962.345486139191
2025-12-03 04:01:00,0.19765,0.19666175,SL,-0.599999999999998,1,9902.571413222357
2025-12-03 04:02:00,0.19562,0.19464189999999998,SL,-0.6000000000000049,1,9843.155984743022
2025-12-03 04:03:00,0.193,0.19493000000000002,TP,0.9000000000000077,1,9931.74438860571
2025-12-03 04:04:00,0.19486,0.1968086,TP,0.8999999999999974,1,10021.13008810316
2025-12-03 04:25:00,0.19699,0.1989599,TP,0.8999999999999984,3,10111.320258896088
2025-12-03 05:01:00,0.19576,0.1947812,SL,-0.600000000000001,1,10050.652337342712
2025-12-03 05:02:00,0.19468,0.1966268,TP,0.8999999999999995,2,10141.108208378795
2025-12-03 05:12:00,0.19421,0.19323895,SL,-0.6000000000000005,3,10080.261559128523
2025-12-03 05:15:00,0.19314,0.1921743,SL,-0.6000000000000071,1,10019.779989773751
2025-12-03 05:16:00,0.19425,0.19619250000000002,TP,0.900000000000007,8,10109.958009681717
2025-12-03 05:28:00,0.19357,0.19260215,SL,-0.599999999999996,3,10049.298261623628
2025-12-03 05:29:00,0.19448,0.19350759999999997,SL,-0.6000000000000063,1,9989.002472053884
2025-12-03 05:31:00,0.19278,0.19181610000000002,SL,-0.5999999999999946,1,9929.068457221561
2025-12-03 05:32:00,0.19109,0.19013455,SL,-0.5999999999999982,3,9869.494046478232
2025-12-03 05:33:00,0.19165,0.19069175,SL,-0.5999999999999968,2,9810.277082199364
2025-12-03 05:35:00,0.1876,0.186662,SL,-0.5999999999999971,1,9751.415419706167
2025-12-03 05:36:00,0.18882,0.18787589999999998,SL,-0.6000000000000018,1,9692.90692718793
2025-12-03 05:37:00,0.18808,0.1871396,SL,-0.6000000000000042,1,9634.749485624803
2025-12-03 05:38:00,0.18687,0.18593565,SL,-0.6000000000000002,1,9576.940988711054
2025-12-03 05:39:00,0.18737,0.18924370000000001,TP,0.9000000000000032,1,9663.133457609454
2025-12-03 06:50:00,0.19761,0.19662195000000002,SL,-0.5999999999999951,5,9605.154656863797
2025-12-03 06:51:00,0.19807,0.19707965,SL,-0.6000000000000005,3,9547.523728922613
2025-12-03 06:54:00,0.19702,0.1960349,SL,-0.5999999999999943,1,9490.238586549078
2025-12-03 06:55:00,0.19574,0.1947613,SL,-0.5999999999999995,3,9433.297155029783
2025-12-03 06:56:00,0.1956,0.194622,SL,-0.6000000000000034,2,9376.697372099603
2025-12-03 06:57:00,0.19579,0.19481104999999999,SL,-0.6000000000000032,1,9320.437187867004
2025-12-03 06:58:00,0.19475,0.19377625,SL,-0.5999999999999976,1,9264.514564739802
2025-12-03 06:59:00,0.19327,0.19230365,SL,-0.6000000000000024,1,9208.927477351363
2025-12-03 07:00:00,0.19342,0.1924529,SL,-0.5999999999999992,2,9153.673912487255
2025-12-03 07:02:00,0.1922,0.19123900000000002,SL,-0.5999999999999945,4,9098.751869012332
2025-12-03 07:22:00,0.18935,0.19124349999999998,TP,0.8999999999999959,2,9180.640635833443
2025-12-03 09:28:00,0.20875,0.20770624999999998,SL,-0.6000000000000048,3,9125.556792018442
2025-12-03 09:31:00,0.20687,0.20583565,SL,-0.5999999999999949,1,9070.803451266333
2025-12-03 09:32:00,0.20659,0.20555705,SL,-0.6000000000000023,4,9016.378630558735
2025-12-03 09:50:00,0.20583,0.20788830000000003,TP,0.9000000000000064,3,9097.526038233764
2025-12-03 10:00:00,0.20391,0.20289045,SL,-0.6000000000000039,6,9042.94088200436
2025-12-03 10:01:00,0.20543,0.20440285,SL,-0.6000000000000022,1,8988.683236712335
2025-12-03 10:02:00,0.20393,0.20291035,SL,-0.6000000000000053,4,8934.751137292062
2025-12-03 10:04:00,0.20434,0.20331829999999998,SL,-0.6000000000000071,1,8881.142630468308
2025-12-03 10:06:00,0.20188,0.2008706,SL,-0.5999999999999968,3,8827.855774685499
2025-12-03 10:07:00,0.20173,0.20072135,SL,-0.6,2,8774.888640037385
2025-12-03 10:10:00,0.19983,0.19883085,SL,-0.6000000000000021,3,8722.23930819716
2025-12-03 10:13:00,0.19793,0.19694035,SL,-0.6000000000000043,1,8669.905872347977
2025-12-03 10:14:00,0.19783,0.19684085,SL,-0.5999999999999971,2,8617.88643711389
2025-12-03 11:00:00,0.199,0.20099,TP,0.8999999999999959,2,8695.447415047915
2025-12-03 11:01:00,0.19954,0.2015354,TP,0.9000000000000042,6,8773.706441783346
2025-12-03 11:08:00,0.1986,0.197607,SL,-0.5999999999999969,1,8721.064203132646
2025-12-03 11:09:00,0.19809,0.2000709,TP,0.9000000000000039,6,8799.553780960841
2025-12-03 11:26:00,0.1977,0.199677,TP,0.9000000000000032,5,8878.74976498949
2025-12-03 12:00:00,0.19912,0.19812439999999998,SL,-0.6000000000000066,6,8825.477266399552
2025-12-03 12:07:00,0.19889,0.20087890000000003,TP,0.9000000000000077,10,8904.906561797148
2025-12-03 12:43:00,0.20003,0.20203030000000002,TP,0.900000000000005,10,8985.050720853324
2025-12-03 13:05:00,0.20028,0.1992786,SL,-0.6000000000000066,3,8931.140416528202
2025-12-03 13:08:00,0.1979,0.1969105,SL,-0.6000000000000022,1,8877.553574029032
2025-12-03 13:09:00,0.19758,0.1965921,SL,-0.600000000000007,4,8824.288252584858
2025-12-03 13:10:00,0.19815,0.19715924999999998,SL,-0.6000000000000063,3,8771.342523069348
2025-12-03 13:13:00,0.19846,0.2004446,TP,0.9000000000000015,8,8850.284605776973
2025-12-03 13:38:00,0.19824,0.1972488,SL,-0.5999999999999988,4,8797.182898142311
2025-12-03 13:39:00,0.1984,0.197408,SL,-0.5999999999999964,1,8744.399800753457
2025-12-03 13:40:00,0.1977,0.19671149999999998,SL,-0.6000000000000016,8,8691.933401948936
2025-12-03 13:42:00,0.19748,0.1964926,SL,-0.5999999999999998,6,8639.781801537243
2025-12-03 13:48:00,0.19136,0.19327360000000002,TP,0.9000000000000081,2,8717.53983775108
2025-12-03 13:49:00,0.19275,0.19178625,SL,-0.6000000000000069,1,8665.234598724572
2025-12-03 13:50:00,0.19144,0.1904828,SL,-0.5999999999999955,1,8613.243191132224
2025-12-03 13:51:00,0.18749,0.18655254999999998,SL,-0.6000000000000034,1,8561.56373198543
2025-12-03 13:52:00,0.19057,0.18961714999999998,SL,-0.6000000000000028,7,8510.194349593517
2025-12-03 14:01:00,0.18671,0.18577644999999998,SL,-0.6000000000000028,1,8459.133183495956
2025-12-03 14:34:00,0.18842,0.1903042,TP,0.9000000000000015,4,8535.265382147421
2025-12-03 15:00:00,0.19,0.19190000000000002,TP,0.9000000000000067,22,8612.082770586749
2025-12-03 15:32:00,0.189,0.19089,TP,0.9000000000000015,6,8689.59151552203
2025-12-03 15:56:00,0.18833,0.18738835,SL,-0.5999999999999939,4,8637.453966428899
2025-12-03 16:00:00,0.18811,0.18716945,SL,-0.6000000000000065,1,8585.629242630324
2025-12-03 16:01:00,0.18739,0.18645305,SL,-0.5999999999999956,7,8534.115467174543
2025-12-03 16:08:00,0.18694,0.18600529999999998,SL,-0.6000000000000056,1,8482.910774371496
2025-12-03 16:09:00,0.18614,0.1852093,SL,-0.6000000000000035,4,8432.013309725267
2025-12-03 16:13:00,0.18571,0.18478144999999999,SL,-0.6000000000000002,2,8381.421229866915
2025-12-03 16:15:00,0.18447,0.18354765,SL,-0.5999999999999938,1,8331.132702487716
2025-12-03 16:16:00,0.18413,0.18320935,SL,-0.5999999999999973,1,8281.14590627279
2025-12-03 16:17:00,0.18346,0.1825427,SL,-0.6000000000000053,5,8231.459030835153
2025-12-03 16:18:00,0.18386,0.18294069999999998,SL,-0.6000000000000064,1,8182.070276650141
2025-12-03 16:19:00,0.18271,0.18179645,SL,-0.6000000000000071,9,8132.977854990239
2025-12-03 16:28:00,0.18099,0.18008505000000002,SL,-0.5999999999999932,3,8084.179987860299
2025-12-03 16:31:00,0.1765,0.17826499999999998,TP,0.8999999999999939,1,8156.937607751041
2025-12-03 16:32:00,0.17799,0.1797699,TP,0.9000000000000005,3,8230.3500462208
2025-12-03 16:49:00,0.17667,0.17578665,SL,-0.6000000000000028,1,8180.967945943475
2025-12-03 16:50:00,0.17816,0.17726920000000002,SL,-0.5999999999999983,1,8131.882138267813
2025-12-03 16:51:00,0.17406,0.1758006,TP,0.900000000000005,1,8205.069077512224
2025-12-03 16:52:00,0.17509,0.17421455,SL,-0.6,2,8155.8386630471505
2025-12-03 17:00:00,0.171,0.17014500000000002,SL,-0.5999999999999968,1,8106.903631068868
2025-12-03 17:01:00,0.16895,0.16810524999999998,SL,-0.6000000000000031,1,8058.262209282455
2025-12-03 17:02:00,0.16622,0.1678822,TP,0.9000000000000015,1,8130.786569165998
2025-12-03 17:03:00,0.16709,0.16625455,SL,-0.5999999999999927,1,8082.001849751003
2025-12-03 17:04:00,0.15973,0.15893135,SL,-0.6000000000000074,1,8033.509838652496
2025-12-03 17:05:00,0.15446,0.15368769999999998,SL,-0.6000000000000023,1,7985.308779620581
2025-12-03 17:06:00,0.15445,0.15367775,SL,-0.6000000000000013,1,7937.396926942857
2025-12-03 17:07:00,0.14952,0.1487724,SL,-0.5999999999999914,1,7889.772545381201
2025-12-03 17:08:00,0.1479,0.1471605,SL,-0.6000000000000028,1,7842.433910108914
2025-12-03 17:09:00,0.15516,0.1543842,SL,-0.5999999999999955,1,7795.37930664826
2025-12-03 19:02:00,0.19728,0.1992528,TP,0.8999999999999984,1,7865.537720408094
2025-12-03 19:03:00,0.19927,0.19827365,SL,-0.6000000000000035,1,7818.344494085645
2025-12-03 19:04:00,0.20034,0.1993383,SL,-0.5999999999999972,1,7771.434427121131
2025-12-03 19:05:00,0.19938,0.1983831,SL,-0.5999999999999975,1,7724.805820558405
2025-12-03 19:43:00,0.19741,0.1993841,TP,0.9000000000000032,2,7794.329072943431
2025-12-03 20:01:00,0.19887,0.19787565,SL,-0.6000000000000025,2,7747.5630985057705
2025-12-03 20:07:00,0.1972,0.19621399999999997,SL,-0.6000000000000074,2,7701.077719914735
2025-12-03 20:08:00,0.19696,0.19892959999999998,TP,0.8999999999999939,9,7770.387419393967
2025-12-03 20:09:00,0.19622,0.1981822,TP,0.8999999999999987,7,7840.320906168512
2025-12-03 20:20:00,0.1958,0.19775800000000002,TP,0.9000000000000077,2,7910.88379432403
2025-12-03 21:26:00,0.20157,0.2035857,TP,0.9000000000000046,7,7982.081748472947
2025-12-03 21:27:00,0.20151,0.2035251,TP,0.8999999999999959,6,8053.920484209202
2025-12-03 22:05:00,0.20317,0.20215414999999998,SL,-0.6000000000000063,2,8005.596961303946
2025-12-03 22:09:00,0.20167,0.2036867,TP,0.900000000000005,10,8077.647333955682
2025-12-03 23:00:00,0.20689,0.20585555,SL,-0.5999999999999963,1,8029.181449951948
2025-12-03 23:01:00,0.20623,0.20519885,SL,-0.6000000000000041,14,7981.006361252236
2025-12-03 23:02:00,0.20582,0.2047909,SL,-0.6000000000000024,13,7933.120323084723
2025-12-03 23:03:00,0.20636,0.2053282,SL,-0.5999999999999998,11,7885.521601146214
2025-12-03 23:04:00,0.20677,0.20573615,SL,-0.6000000000000013,10,7838.208471539337
2025-12-03 23:19:00,0.20343,0.20241285,SL,-0.5999999999999972,3,7791.179220710101
2025-12-03 23:20:00,0.20369,0.20267155,SL,-0.600000000000002,1,7744.43214538584
2025-12-03 23:21:00,0.20244,0.20142780000000002,SL,-0.5999999999999955,2,7697.965552513525
2025-12-03 23:22:00,0.20187,0.20086065,SL,-0.5999999999999961,5,7651.777759198444
2025-12-03 23:23:00,0.20175,0.20074125,SL,-0.6000000000000013,4,7605.867092643253
2025-12-03 23:24:00,0.20342,0.2024029,SL,-0.5999999999999966,1,7560.231890087393
2025-12-03 23:27:00,0.19905,0.2010405,TP,0.9000000000000032,1,7628.273977098181
2025-12-03 23:28:00,0.20045,0.19944774999999998,SL,-0.6000000000000051,2,7582.504333235592
2025-12-03 23:56:00,0.20294,0.2019253,SL,-0.6000000000000035,4,7537.009307236178
2025-12-04 00:00:00,0.20063,0.19962685,SL,-0.6000000000000041,3,7491.7872513927605
2025-12-04 00:01:00,0.20065,0.19964674999999998,SL,-0.6000000000000055,2,7446.836527884404
2025-12-04 00:02:00,0.20092,0.1999154,SL,-0.5999999999999972,1,7402.155508717097
2025-12-04 00:03:00,0.19936,0.19836320000000002,SL,-0.599999999999996,2,7357.7425756647945
2025-12-04 00:04:00,0.19891,0.19791545,SL,-0.6000000000000054,1,7313.596120210806
2025-12-04 00:05:00,0.19922,0.1982239,SL,-0.5999999999999999,6,7269.714543489541
2025-12-04 00:06:00,0.20016,0.1991592,SL,-0.599999999999998,4,7226.096256228604
2025-12-04 00:16:00,0.19769,0.19670155,SL,-0.6000000000000009,11,7182.739678691232
2025-12-04 00:27:00,0.19742,0.19643290000000002,SL,-0.5999999999999953,3,7139.643240619085
2025-12-04 00:29:00,0.19652,0.1955374,SL,-0.6000000000000001,1,7096.805381175371
2025-12-04 00:30:00,0.1957,0.19472150000000002,SL,-0.5999999999999965,1,7054.224548888318
2025-12-04 00:31:00,0.19411,0.1960511,TP,0.9000000000000005,1,7117.712569828313
2025-12-04 00:32:00,0.19608,0.19804080000000002,TP,0.9000000000000064,1,7181.771982956769
2025-12-04 01:25:00,0.19496,0.1939852,SL,-0.599999999999999,8,7138.681351059028
2025-12-04 01:26:00,0.19524,0.1942638,SL,-0.6000000000000053,3,7095.849262952674
2025-12-04 01:33:00,0.19298,0.19490980000000002,TP,0.9000000000000046,4,7159.711906319249
2025-12-04 02:12:00,0.19288,0.1919156,SL,-0.6000000000000022,3,7116.753634881333
2025-12-04 02:13:00,0.19316,0.1921942,SL,-0.5999999999999943,2,7074.053113072046
2025-12-04 02:14:00,0.19284,0.1918758,SL,-0.5999999999999992,1,7031.608794393614
2025-12-04 02:15:00,0.19168,0.1907216,SL,-0.5999999999999991,2,6989.4191416272515
2025-12-04 02:16:00,0.19132,0.1903634,SL,-0.6000000000000011,1,6947.482626777488
2025-12-04 02:17:00,0.19019,0.1920919,TP,0.9000000000000064,2,7010.009970418486
2025-12-04 02:18:00,0.19114,0.1901843,SL,-0.6000000000000019,3,6967.949910595975
2025-12-04 02:21:00,0.18963,0.19152629999999998,TP,0.8999999999999946,9,7030.661459791338
2025-12-04 02:22:00,0.1897,0.19159700000000002,TP,0.900000000000005,8,7093.93741292946
2025-12-04 03:12:00,0.19198,0.1938998,TP,0.8999999999999995,5,7157.782849645824
2025-12-04 03:38:00,0.19212,0.19404120000000002,TP,0.900000000000006,3,7222.202895292638
2025-12-04 03:39:00,0.19233,0.1942533,TP,0.8999999999999942,2,7287.202721350271
