trade_id,entry_timestamp,entry_price,direction,position_size,leverage,stop_loss_pct,take_profit_pct,regime,confidence,capital_before,exit_timestamp,exit_price,pnl_pct,leveraged_pnl,net_pnl,pnl_dollars,exit_reason,capital_after
11,2025-01-27 15:45:00,0.9773,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9620.837435573567,2025-01-27 16:00:00,1.006619,-3.0,-9.0,-9.2,-88.51170440727681,STOP_LOSS,9532.32573116629
12,2025-01-28 13:00:00,0.9486,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9532.32573116629,2025-01-28 14:15:00,0.8916839999999999,6.0,18.0,17.8,169.67539801475996,TAKE_PROFIT,9702.00112918105
13,2025-01-28 15:00:00,0.9321,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9702.00112918105,2025-01-28 18:45:00,0.876174,6.0,18.0,17.8,172.6956200994227,TAKE_PROFIT,9874.696749280472
14,2025-01-29 01:15:00,0.8235,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9874.696749280472,2025-01-29 01:30:00,0.848205,-3.0,-9.0,-9.2,-90.84721009338035,STOP_LOSS,9783.849539187093
15,2025-01-29 12:30:00,1.0111,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9783.849539187093,2025-01-29 13:00:00,0.980767,-3.0,-9.0,-9.2,-90.01141576052126,STOP_LOSS,9693.83812342657
16,2025-01-29 17:15:00,0.9479,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9693.83812342657,2025-01-29 18:45:00,0.976337,-3.0,-9.0,-9.2,-89.18331073552446,STOP_LOSS,9604.654812691046
17,2025-01-29 22:45:00,1.0263,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9604.654812691046,2025-01-30 00:00:00,0.9955109999999999,-3.0,-9.0,-9.2,-88.36282427675762,STOP_LOSS,9516.291988414288
18,2025-01-30 00:45:00,1.0163,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9516.291988414288,2025-01-30 01:15:00,0.985811,-3.0,-9.0,-9.2,-87.54988629341146,STOP_LOSS,9428.742102120877
19,2025-01-31 14:45:00,1.0658,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9428.742102120877,2025-01-31 17:30:00,1.0338260000000001,-3.0,-9.0,-9.2,-86.74442733951207,STOP_LOSS,9341.997674781365
20,2025-02-01 02:00:00,0.9174,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9341.997674781365,2025-02-01 08:45:00,0.8623559999999999,6.0,18.0,17.8,166.28755861110832,TAKE_PROFIT,9508.285233392473
21,2025-02-02 01:45:00,0.6882,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9508.285233392473,2025-02-02 02:45:00,0.646908,6.0,18.0,17.8,169.24747715438605,TAKE_PROFIT,9677.532710546859
22,2025-02-02 08:30:00,0.6532,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9677.532710546859,2025-02-02 10:15:00,0.614008,6.0,18.0,17.8,172.26008224773412,TAKE_PROFIT,9849.792792794593
23,2025-02-03 08:15:00,0.6636,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9849.792792794593,2025-02-03 08:30:00,0.6436919999999999,-3.0,-9.0,-9.2,-90.61809369371025,STOP_LOSS,9759.174699100882
24,2025-02-03 09:30:00,0.6683,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9759.174699100882,2025-02-03 10:15:00,0.648251,-3.0,-9.0,-9.2,-89.78440723172811,STOP_LOSS,9669.390291869155
25,2025-02-03 21:00:00,0.7973,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9669.390291869155,2025-02-03 21:45:00,0.8451380000000001,6.0,18.0,17.8,172.11514719527096,TAKE_PROFIT,9841.505439064425
26,2025-02-04 02:15:00,0.8011,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9841.505439064425,2025-02-04 03:15:00,0.7770670000000001,-3.0,-9.0,-9.2,-90.54185003939273,STOP_LOSS,9750.963589025032
27,2025-02-04 04:00:00,0.7921,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9750.963589025032,2025-02-04 04:45:00,0.768337,-3.0,-9.0,-9.2,-89.7088650190303,STOP_LOSS,9661.254724006001
28,2025-02-04 15:00:00,0.7311,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9661.254724006001,2025-02-04 15:45:00,0.753033,-3.0,-9.0,-9.2,-88.88354346085522,STOP_LOSS,9572.371180545146
29,2025-02-04 16:45:00,0.7398,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9572.371180545146,2025-02-04 19:15:00,0.7841880000000001,6.0,18.0,17.8,170.38820701370364,TAKE_PROFIT,9742.75938755885
30,2025-02-06 02:00:00,0.5183,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9742.75938755885,2025-02-06 04:00:00,0.48720199999999997,6.0,18.0,17.8,173.42111709854754,TAKE_PROFIT,9916.180504657397
31,2025-02-06 13:30:00,0.4874,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9916.180504657397,2025-02-06 14:15:00,0.45815599999999995,6.0,18.0,17.8,176.5080129829017,TAKE_PROFIT,10092.6885176403
