trade_id,entry_timestamp,entry_price,direction,position_size,leverage,stop_loss_pct,take_profit_pct,regime,confidence,capital_before,exit_timestamp,exit_price,pnl_pct,leveraged_pnl,net_pnl,pnl_dollars,exit_reason,capital_after
32,2025-02-06 19:00:00,0.453,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,10092.6885176403,2025-02-06 19:45:00,0.42582,6.0,18.0,17.8,179.64985561399735,TAKE_PROFIT,10272.338373254297
33,2025-02-07 05:00:00,0.4572,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10272.338373254297,2025-02-07 06:30:00,0.443484,-3.0,-9.0,-9.2,-94.50551303393954,STOP_LOSS,10177.832860220358
34,2025-02-08 04:15:00,0.4376,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10177.832860220358,2025-02-08 06:00:00,0.450728,-3.0,-9.0,-9.2,-93.6360623140273,STOP_LOSS,10084.19679790633
35,2025-02-08 22:30:00,0.5258,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10084.19679790633,2025-02-08 23:15:00,0.5573480000000001,6.0,18.0,17.8,179.4987030027327,TAKE_PROFIT,10263.695500909063
36,2025-02-09 00:15:00,0.5367,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10263.695500909063,2025-02-09 01:00:00,0.5205989999999999,-3.0,-9.0,-9.2,-94.42599860836339,STOP_LOSS,10169.2695023007
37,2025-02-09 08:00:00,0.5509,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10169.2695023007,2025-02-09 09:00:00,0.534373,-3.0,-9.0,-9.2,-93.55727942116644,STOP_LOSS,10075.712222879534
38,2025-02-09 09:45:00,0.5434,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,10075.712222879534,2025-02-09 13:15:00,0.527098,-3.0,-9.0,-9.2,-92.69655245049171,STOP_LOSS,9983.015670429042
39,2025-02-09 16:15:00,0.5215,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9983.015670429042,2025-02-09 17:45:00,0.4902099999999999,6.0,18.0,17.8,177.69767893363698,TAKE_PROFIT,10160.713349362679
40,2025-02-09 20:15:00,0.496,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10160.713349362679,2025-02-09 21:30:00,0.46624,6.0,18.0,17.8,180.8606976186557,TAKE_PROFIT,10341.574046981335
41,2025-02-09 23:00:00,0.484,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,10341.574046981335,2025-02-10 00:00:00,0.49852,-3.0,-9.0,-9.2,-95.14248123222829,STOP_LOSS,10246.431565749108
42,2025-02-10 01:45:00,0.499,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10246.431565749108,2025-02-10 03:30:00,0.51397,-3.0,-9.0,-9.2,-94.26717040489179,STOP_LOSS,10152.164395344216
43,2025-02-10 06:00:00,0.5145,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10152.164395344216,2025-02-10 08:00:00,0.54537,6.0,18.0,17.8,180.70852623712707,TAKE_PROFIT,10332.872921581344
44,2025-02-10 17:30:00,0.6326,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,10332.872921581344,2025-02-10 22:00:00,0.613622,-3.0,-9.0,-9.2,-95.06243087854837,STOP_LOSS,10237.810490702796
45,2025-02-11 00:45:00,0.6004,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10237.810490702796,2025-02-11 01:15:00,0.6184120000000001,-3.0,-9.0,-9.2,-94.18785651446572,STOP_LOSS,10143.62263418833
46,2025-02-11 07:00:00,0.661,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10143.62263418833,2025-02-11 10:15:00,0.64117,-3.0,-9.0,-9.2,-93.32132823453264,STOP_LOSS,10050.301305953797
47,2025-02-11 15:15:00,0.6195,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10050.301305953797,2025-02-11 18:15:00,0.58233,6.0,18.0,17.8,178.89536324597762,TAKE_PROFIT,10229.196669199775
48,2025-02-11 22:00:00,0.5754,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10229.196669199775,2025-02-12 03:00:00,0.540876,6.0,18.0,17.8,182.07970071175603,TAKE_PROFIT,10411.276369911531
49,2025-02-12 11:00:00,0.5405,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,10411.276369911531,2025-02-12 13:15:00,0.556715,-3.0,-9.0,-9.2,-95.78374260318608,STOP_LOSS,10315.492627308346
50,2025-02-13 15:30:00,0.4914,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10315.492627308346,2025-02-13 22:30:00,0.461916,6.0,18.0,17.8,183.6157687660886,TAKE_PROFIT,10499.108396074434
51,2025-02-13 23:15:00,0.4715,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10499.108396074434,2025-02-14 00:45:00,0.485645,-3.0,-9.0,-9.2,-96.5917972438848,STOP_LOSS,10402.516598830549
52,2025-02-14 02:45:00,0.4812,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,10402.516598830549,2025-02-14 04:45:00,0.495636,-3.0,-9.0,-9.2,-95.70315270924107,STOP_LOSS,10306.813446121309
53,2025-02-14 12:00:00,0.5392,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10306.813446121309,2025-02-14 15:15:00,0.523024,-3.0,-9.0,-9.2,-94.82268370431605,STOP_LOSS,10211.990762416992
54,2025-02-15 12:30:00,0.4368,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10211.990762416992,2025-02-16 03:45:00,0.449904,-3.0,-9.0,-9.2,-93.95031501423632,STOP_LOSS,10118.040447402756
55,2025-02-16 06:30:00,0.4523,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10118.040447402756,2025-02-16 07:45:00,0.438731,-3.0,-9.0,-9.2,-93.08597211610537,STOP_LOSS,10024.954475286651
56,2025-02-16 08:15:00,0.4458,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10024.954475286651,2025-02-16 09:00:00,0.432426,-3.0,-9.0,-9.2,-92.2295811726372,STOP_LOSS,9932.724894114013
57,2025-02-16 09:45:00,0.4403,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9932.724894114013,2025-02-16 16:30:00,0.45350900000000005,-3.0,-9.0,-9.2,-91.38106902584892,STOP_LOSS,9841.343825088165
58,2025-02-16 20:00:00,0.428,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9841.343825088165,2025-02-17 01:00:00,0.44084,-3.0,-9.0,-9.2,-90.54036319081112,STOP_LOSS,9750.803461897354
59,2025-02-17 03:30:00,0.4366,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9750.803461897354,2025-02-17 05:00:00,0.423502,-3.0,-9.0,-9.2,-89.70739184945566,STOP_LOSS,9661.096070047899
60,2025-02-17 06:00:00,0.4314,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9661.096070047899,2025-02-17 08:00:00,0.405516,6.0,18.0,17.8,171.96751004685262,TAKE_PROFIT,9833.063580094751
61,2025-02-17 08:45:00,0.4238,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9833.063580094751,2025-02-17 10:00:00,0.436514,-3.0,-9.0,-9.2,-90.46418493687172,STOP_LOSS,9742.59939515788
62,2025-02-17 14:45:00,0.4469,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9742.59939515788,2025-02-17 15:30:00,0.433493,-3.0,-9.0,-9.2,-89.6319144354525,STOP_LOSS,9652.967480722427
63,2025-02-18 02:45:00,0.3644,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9652.967480722427,2025-02-18 05:00:00,0.342536,6.0,18.0,17.8,171.82282115685922,TAKE_PROFIT,9824.790301879286
64,2025-02-18 09:30:00,0.3335,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9824.790301879286,2025-02-18 14:45:00,0.31349,6.0,18.0,17.8,174.88126737345132,TAKE_PROFIT,9999.671569252738
65,2025-02-18 19:00:00,0.3016,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9999.671569252738,2025-02-18 21:00:00,0.310648,-3.0,-9.0,-9.2,-91.9969784371252,STOP_LOSS,9907.674590815612
66,2025-02-20 13:30:00,0.3372,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9907.674590815612,2025-02-20 14:15:00,0.357432,6.0,18.0,17.8,176.3566077165179,TAKE_PROFIT,10084.03119853213
67,2025-02-20 15:00:00,0.3403,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10084.03119853213,2025-02-20 15:45:00,0.33009099999999997,-3.0,-9.0,-9.2,-92.77308702649559,STOP_LOSS,9991.258111505635
68,2025-02-20 21:00:00,0.3611,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9991.258111505635,2025-02-20 22:15:00,0.350267,-3.0,-9.0,-9.2,-91.91957462585185,STOP_LOSS,9899.338536879783
69,2025-02-20 23:15:00,0.356,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9899.338536879783,2025-02-21 00:30:00,0.34531999999999996,-3.0,-9.0,-9.2,-91.073914539294,STOP_LOSS,9808.264622340488
70,2025-02-21 13:45:00,0.3892,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9808.264622340488,2025-02-21 14:15:00,0.37752399999999997,-3.0,-9.0,-9.2,-90.2360345255325,STOP_LOSS,9718.028587814955
71,2025-02-22 00:30:00,0.3231,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9718.028587814955,2025-02-22 01:30:00,0.332793,-3.0,-9.0,-9.2,-89.4058630078976,STOP_LOSS,9628.622724807057
72,2025-02-22 02:00:00,0.3244,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9628.622724807057,2025-02-22 09:00:00,0.33413200000000004,-3.0,-9.0,-9.2,-88.58332906822493,STOP_LOSS,9540.039395738831
73,2025-02-22 16:45:00,0.37,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9540.039395738831,2025-02-22 20:00:00,0.3589,-3.0,-9.0,-9.2,-87.76836244079725,STOP_LOSS,9452.271033298035
74,2025-02-22 21:30:00,0.3633,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9452.271033298035,2025-02-23 00:30:00,0.352401,-3.0,-9.0,-9.2,-86.96089350634192,STOP_LOSS,9365.310139791693
75,2025-02-23 02:30:00,0.3573,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9365.310139791693,2025-02-23 11:15:00,0.335862,6.0,18.0,17.8,166.70252048829215,TAKE_PROFIT,9532.012660279985
76,2025-02-23 17:15:00,0.3235,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9532.012660279985,2025-02-23 23:00:00,0.33320500000000003,-3.0,-9.0,-9.2,-87.69451647457586,STOP_LOSS,9444.318143805409
77,2025-02-24 02:45:00,0.3319,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9444.318143805409,2025-02-24 04:00:00,0.321943,-3.0,-9.0,-9.2,-86.88772692300977,STOP_LOSS,9357.430416882398
78,2025-02-24 05:45:00,0.3226,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9357.430416882398,2025-02-24 08:15:00,0.30324399999999996,6.0,18.0,17.8,166.5622614205067,TAKE_PROFIT,9523.992678302904
79,2025-02-25 00:30:00,0.2824,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9523.992678302904,2025-02-25 07:00:00,0.26545599999999997,6.0,18.0,17.8,169.52706967379171,TAKE_PROFIT,9693.519747976696
80,2025-02-25 08:45:00,0.2758,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9693.519747976696,2025-02-25 11:45:00,0.284074,-3.0,-9.0,-9.2,-89.18038168138561,STOP_LOSS,9604.33936629531
81,2025-02-25 14:30:00,0.2774,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9604.33936629531,2025-02-25 15:30:00,0.285722,-3.0,-9.0,-9.2,-88.35992216991686,STOP_LOSS,9515.979444125393
82,2025-02-25 18:45:00,0.2856,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9515.979444125393,2025-02-25 20:15:00,0.30273600000000006,6.0,18.0,17.8,169.384434105432,TAKE_PROFIT,9685.363878230824
83,2025-02-25 22:30:00,0.2972,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9685.363878230824,2025-02-25 23:45:00,0.288284,-3.0,-9.0,-9.2,-89.10534767972358,STOP_LOSS,9596.2585305511
84,2025-02-26 00:00:00,0.2946,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9596.2585305511,2025-02-26 08:45:00,0.28576199999999996,-3.0,-9.0,-9.2,-88.28557848107012,STOP_LOSS,9507.97295207003
85,2025-02-26 13:30:00,0.2875,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9507.97295207003,2025-02-26 15:00:00,0.29612499999999997,-3.0,-9.0,-9.2,-87.47335115904427,STOP_LOSS,9420.499600910985
86,2025-02-26 18:00:00,0.3008,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9420.499600910985,2025-02-26 20:00:00,0.318848,6.0,18.0,17.8,167.68489289621556,TAKE_PROFIT,9588.1844938072
87,2025-02-27 00:45:00,0.3299,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9588.1844938072,2025-02-27 08:30:00,0.32000300000000004,-3.0,-9.0,-9.2,-88.21129734302625,STOP_LOSS,9499.973196464174
88,2025-02-27 11:00:00,0.3197,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9499.973196464174,2025-02-27 20:00:00,0.30051799999999995,6.0,18.0,17.8,169.09952289706234,TAKE_PROFIT,9669.072719361237
89,2025-02-27 23:00:00,0.3123,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9669.072719361237,2025-02-28 01:45:00,0.293562,6.0,18.0,17.8,172.10949440463003,TAKE_PROFIT,9841.182213765867
90,2025-02-28 11:30:00,0.2705,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9841.182213765867,2025-02-28 13:00:00,0.278615,-3.0,-9.0,-9.2,-90.53887636664598,STOP_LOSS,9750.643337399222
91,2025-02-28 17:30:00,0.2913,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9750.643337399222,2025-03-01 01:45:00,0.308778,6.0,18.0,17.8,173.56145140570618,TAKE_PROFIT,9924.20478880493
92,2025-03-01 04:30:00,0.3012,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9924.20478880493,2025-03-01 11:00:00,0.29216400000000003,-3.0,-9.0,-9.2,-91.30268405700535,STOP_LOSS,9832.902104747924
93,2025-03-01 12:45:00,0.2964,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9832.902104747924,2025-03-01 13:15:00,0.278616,6.0,18.0,17.8,175.02565746451307,TAKE_PROFIT,10007.927762212437
94,2025-03-01 22:00:00,0.2572,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10007.927762212437,2025-03-02 01:00:00,0.264916,-3.0,-9.0,-9.2,-92.07293541235443,STOP_LOSS,9915.854826800083
95,2025-03-02 02:45:00,0.2595,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9915.854826800083,2025-03-02 13:45:00,0.24393,6.0,18.0,17.8,176.5022159170415,TAKE_PROFIT,10092.357042717125
96,2025-03-02 15:45:00,0.2527,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10092.357042717125,2025-03-02 16:00:00,0.260281,-3.0,-9.0,-9.2,-92.84968479299756,STOP_LOSS,9999.507357924127
97,2025-03-03 01:15:00,0.3411,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9999.507357924127,2025-03-03 02:15:00,0.330867,-3.0,-9.0,-9.2,-91.99546769290197,STOP_LOSS,9907.511890231224
98,2025-03-03 04:00:00,0.3352,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9907.511890231224,2025-03-03 06:45:00,0.325144,-3.0,-9.0,-9.2,-91.14910939012726,STOP_LOSS,9816.362780841097
99,2025-03-03 09:00:00,0.334,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9816.362780841097,2025-03-03 10:00:00,0.35404,6.0,18.0,17.8,174.73125749897153,TAKE_PROFIT,9991.094038340068
100,2025-03-05 01:00:00,0.2526,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9991.094038340068,2025-03-05 04:45:00,0.267756,6.0,18.0,17.8,177.84147388245324,TAKE_PROFIT,10168.935512222522
101,2025-03-05 14:15:00,0.2714,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10168.935512222522,2025-03-05 15:15:00,0.263258,-3.0,-9.0,-9.2,-93.55420671244721,STOP_LOSS,10075.381305510075
102,2025-03-05 17:15:00,0.2648,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10075.381305510075,2025-03-05 19:00:00,0.272744,-3.0,-9.0,-9.2,-92.69350801069268,STOP_LOSS,9982.687797499382
103,2025-03-06 05:00:00,0.3172,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,9982.687797499382,2025-03-06 08:30:00,0.336232,6.0,18.0,17.8,177.69184279548904,TAKE_PROFIT,10160.379640294872
104,2025-03-06 14:15:00,0.3263,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10160.379640294872,2025-03-06 14:30:00,0.316511,-3.0,-9.0,-9.2,-93.47549269071283,STOP_LOSS,10066.904147604158
105,2025-03-06 15:45:00,0.3263,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,10066.904147604158,2025-03-06 16:00:00,0.316511,-3.0,-9.0,-9.2,-92.61551815795826,STOP_LOSS,9974.2886294462
106,2025-03-06 22:30:00,0.2957,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9974.2886294462,2025-03-07 00:15:00,0.277958,6.0,18.0,17.8,177.54233760414238,TAKE_PROFIT,10151.830967050342
107,2025-03-07 08:00:00,0.2746,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,10151.830967050342,2025-03-07 09:00:00,0.28283800000000003,-3.0,-9.0,-9.2,-93.39684489686314,STOP_LOSS,10058.43412215348
108,2025-03-07 11:15:00,0.2792,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10058.43412215348,2025-03-07 13:30:00,0.287576,-3.0,-9.0,-9.2,-92.53759392381203,STOP_LOSS,9965.896528229667
109,2025-03-07 13:45:00,0.2786,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9965.896528229667,2025-03-07 14:45:00,0.28695800000000005,-3.0,-9.0,-9.2,-91.68624805971294,STOP_LOSS,9874.210280169953
110,2025-03-07 20:00:00,0.2801,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,9874.210280169953,2025-03-07 20:30:00,0.271697,-3.0,-9.0,-9.2,-90.84273457756358,STOP_LOSS,9783.36754559239
111,2025-03-07 22:30:00,0.277,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,9783.36754559239,2025-03-07 23:00:00,0.26038,6.0,18.0,17.8,174.14394231154455,TAKE_PROFIT,9957.511487903934
112,2025-03-08 02:00:00,0.2637,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,9957.511487903934,2025-03-08 05:30:00,0.247878,6.0,18.0,17.8,177.24370448469006,TAKE_PROFIT,10134.755192388624
113,2025-03-08 08:30:00,0.2519,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10134.755192388624,2025-03-08 09:30:00,0.259457,-3.0,-9.0,-9.2,-93.23974776997535,STOP_LOSS,10041.515444618648
114,2025-03-08 11:00:00,0.2546,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10041.515444618648,2025-03-08 15:00:00,0.23932399999999998,6.0,18.0,17.8,178.73897491421198,TAKE_PROFIT,10220.25441953286
115,2025-03-08 15:45:00,0.2483,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10220.25441953286,2025-03-08 22:00:00,0.23340199999999997,6.0,18.0,17.8,181.92052866768492,TAKE_PROFIT,10402.174948200543
116,2025-03-08 23:00:00,0.2398,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10402.174948200543,2025-03-09 00:45:00,0.24699400000000002,-3.0,-9.0,-9.2,-95.70000952344499,STOP_LOSS,10306.474938677098
117,2025-03-09 05:45:00,0.2499,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10306.474938677098,2025-03-09 15:15:00,0.242403,-3.0,-9.0,-9.2,-94.81956943582931,STOP_LOSS,10211.655369241269
118,2025-03-09 16:00:00,0.2481,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,10211.655369241269,2025-03-09 17:45:00,0.23321399999999998,6.0,18.0,17.8,181.76746557249461,TAKE_PROFIT,10393.422834813764
119,2025-03-09 21:00:00,0.2376,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10393.422834813764,2025-03-10 02:45:00,0.223344,6.0,18.0,17.8,185.00292645968503,TAKE_PROFIT,10578.42576127345
120,2025-03-10 09:45:00,0.235,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10578.42576127345,2025-03-10 10:30:00,0.22794999999999999,-3.0,-9.0,-9.2,-97.32151700371574,STOP_LOSS,10481.104244269733
121,2025-03-11 21:15:00,0.26,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10481.104244269733,2025-03-12 03:30:00,0.2522,-3.0,-9.0,-9.2,-96.42615904728154,STOP_LOSS,10384.678085222451
122,2025-03-12 08:00:00,0.2465,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10384.678085222451,2025-03-12 11:45:00,0.253895,-3.0,-9.0,-9.2,-95.53903838404655,STOP_LOSS,10289.139046838405
123,2025-03-12 15:45:00,0.2604,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10289.139046838405,2025-03-12 20:30:00,0.27602400000000005,6.0,18.0,17.8,183.14667503372365,TAKE_PROFIT,10472.28572187213
124,2025-03-13 02:45:00,0.2865,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10472.28572187213,2025-03-13 09:45:00,0.30369,6.0,18.0,17.8,186.4066858493239,TAKE_PROFIT,10658.692407721453
125,2025-03-13 22:45:00,0.2486,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10658.692407721453,2025-03-14 08:30:00,0.256058,-3.0,-9.0,-9.2,-98.05997015103736,STOP_LOSS,10560.632437570415
126,2025-03-14 12:15:00,0.2534,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10560.632437570415,2025-03-14 13:45:00,0.268604,6.0,18.0,17.8,187.97925738875344,TAKE_PROFIT,10748.611694959169
127,2025-03-14 20:30:00,0.3023,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10748.611694959169,2025-03-14 23:15:00,0.293231,-3.0,-9.0,-9.2,-98.88722759362436,STOP_LOSS,10649.724467365544
128,2025-03-15 02:00:00,0.2926,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10649.724467365544,2025-03-15 09:15:00,0.31015600000000004,6.0,18.0,17.8,189.56509551910673,TAKE_PROFIT,10839.28956288465
129,2025-03-15 14:30:00,0.3271,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10839.28956288465,2025-03-15 20:15:00,0.34672600000000003,6.0,18.0,17.8,192.9393542193468,TAKE_PROFIT,11032.228917103997
130,2025-03-15 22:00:00,0.3379,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,11032.228917103997,2025-03-16 09:15:00,0.358174,6.0,18.0,17.8,196.3736747244512,TAKE_PROFIT,11228.602591828449
131,2025-03-16 15:45:00,0.3339,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,11228.602591828449,2025-03-16 16:00:00,0.343917,-3.0,-9.0,-9.2,-103.30314384482172,STOP_LOSS,11125.299447983627
132,2025-03-16 17:15:00,0.3329,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,11125.299447983627,2025-03-16 20:00:00,0.312926,6.0,18.0,17.8,198.0303301741086,TAKE_PROFIT,11323.329778157735
133,2025-03-17 01:45:00,0.3068,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,11323.329778157735,2025-03-17 04:45:00,0.316004,-3.0,-9.0,-9.2,-104.17463395905116,STOP_LOSS,11219.155144198683
134,2025-03-17 06:15:00,0.3101,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,11219.155144198683,2025-03-17 11:45:00,0.319403,-3.0,-9.0,-9.2,-103.21622732662787,STOP_LOSS,11115.938916872055
135,2025-03-17 15:45:00,0.3089,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,11115.938916872055,2025-03-17 16:30:00,0.31816700000000003,-3.0,-9.0,-9.2,-102.26663803522291,STOP_LOSS,11013.672278836833
136,2025-03-17 20:15:00,0.3292,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,11013.672278836833,2025-03-17 21:15:00,0.319324,-3.0,-9.0,-9.2,-101.32578496529888,STOP_LOSS,10912.346493871535
137,2025-03-17 23:45:00,0.3222,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,10912.346493871535,2025-03-18 00:30:00,0.312534,-3.0,-9.0,-9.2,-100.39358774361811,STOP_LOSS,10811.952906127917
138,2025-03-18 13:15:00,0.2724,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10811.952906127917,2025-03-18 14:30:00,0.280572,-3.0,-9.0,-9.2,-99.46996673637683,STOP_LOSS,10712.48293939154
139,2025-03-18 16:45:00,0.276,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10712.48293939154,2025-03-18 22:00:00,0.28428000000000003,-3.0,-9.0,-9.2,-98.55484304240218,STOP_LOSS,10613.928096349138
140,2025-03-19 05:00:00,0.307,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10613.928096349138,2025-03-19 06:00:00,0.29779,-3.0,-9.0,-9.2,-97.64813848641208,STOP_LOSS,10516.279957862725
141,2025-03-19 08:00:00,0.3021,LONG,0.1,3,3.0,6.0,BULL_RUN,0.6,10516.279957862725,2025-03-19 10:45:00,0.320226,6.0,18.0,17.8,187.18978324995655,TAKE_PROFIT,10703.469741112682
142,2025-03-19 17:30:00,0.342,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10703.469741112682,2025-03-19 18:45:00,0.36252000000000006,6.0,18.0,17.8,190.52176139180577,TAKE_PROFIT,10893.991502504488
143,2025-03-20 00:30:00,0.393,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10893.991502504488,2025-03-20 01:45:00,0.38121,-3.0,-9.0,-9.2,-100.22472182304129,STOP_LOSS,10793.766780681448
144,2025-03-20 02:45:00,0.3845,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10793.766780681448,2025-03-20 07:15:00,0.372965,-3.0,-9.0,-9.2,-99.30265438226932,STOP_LOSS,10694.464126299179
145,2025-03-20 11:15:00,0.3695,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10694.464126299179,2025-03-20 14:00:00,0.380585,-3.0,-9.0,-9.2,-98.38906996195244,STOP_LOSS,10596.075056337226
146,2025-03-20 20:15:00,0.3546,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.8,10596.075056337226,2025-03-20 22:00:00,0.36523800000000006,-3.0,-9.0,-9.2,-97.48389051830249,STOP_LOSS,10498.591165818923
147,2025-03-20 22:15:00,0.3589,SHORT,0.1,3,3.0,6.0,BEAR_TREND,0.6,10498.591165818923,2025-03-21 04:00:00,0.369667,-3.0,-9.0,-9.2,-96.58703872553409,STOP_LOSS,10402.004127093389
148,2025-03-22 13:15:00,0.4597,LONG,0.1,3,3.0,6.0,BULL_RUN,0.8,10402.004127093389,2025-03-22 14:45:00,0.445909,-3.0,-9.0,-9.2,-95.69843796925917,STOP_LOSS,10306.30568912413
