entry_time,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,winner,exit_reason,equity,drawdown,bars_held,regime,regime_confidence
2025-01-29 19:00:00,692,694,0.9036,0.94878,-5.010000000000001,False,SL,0.9499,5.010000000000003,2,Highly Favorable,High
2025-02-01 03:00:00,916,965,0.9031,0.8353675,7.489999999999997,True,TP,1.0210475099999998,0.0,49,Highly Favorable,High
2025-02-02 07:30:00,1030,1042,0.6401,0.5920925,7.489999999999997,True,TP,1.0975239684989997,0.0,12,Highly Favorable,High
2025-02-02 16:00:00,1064,1067,0.594,0.54945,7.489999999999997,True,TP,1.1797285137395748,0.0,3,Highly Favorable,High
2025-02-05 04:15:00,1305,1311,0.6581,0.6910050000000001,-5.010000000000011,False,SL,1.120624115201222,5.01000000000001,6,Highly Favorable,High
2025-02-06 08:15:00,1417,1429,0.5089,0.47073250000000005,7.489999999999992,True,TP,1.2045588614297935,0.0,12,Highly Favorable,High
2025-02-06 21:15:00,1469,1487,0.4439,0.46609500000000004,-5.010000000000005,False,SL,1.1442104624721607,5.0100000000000104,18,Highly Favorable,High
2025-02-12 01:00:00,1964,2003,0.5651,0.5227175000000001,7.489999999999997,True,TP,1.2299118261113255,0.0,39,Highly Favorable,High
2025-02-12 12:30:00,2010,2013,0.5361,0.5629050000000001,-5.010000000000014,False,SL,1.168293243623148,5.010000000000018,3,Highly Favorable,High
2025-02-12 13:30:00,2014,2027,0.504,0.5292,-5.010000000000001,False,SL,1.1097617521176282,9.76899900000002,13,Highly Favorable,High
2025-02-13 19:30:00,2134,2178,0.4787,0.502635,-5.010000000000008,False,SL,1.054162688336535,14.289572150100025,44,Highly Favorable,High
2025-02-15 14:15:00,2305,2360,0.4357,0.457485,-5.010000000000001,False,SL,1.0013491376508745,18.583664585380014,55,Highly Favorable,High
2025-02-16 22:30:00,2434,2444,0.4191,0.440055,-5.010000000000002,False,SL,0.9511815458545657,22.662622989652476,10,Highly Favorable,High
2025-02-18 13:00:00,2588,2598,0.3304,0.30562000000000006,7.4899999999999896,True,TP,1.0224250436390727,16.870053451577444,10,Highly Favorable,High
2025-02-18 20:15:00,2617,2620,0.3022,0.31731000000000004,-5.010000000000004,False,SL,0.9712015489527551,21.034863773653417,3,Highly Favorable,High
2025-02-19 12:45:00,2683,2768,0.3116,0.32718,-5.010000000000013,False,SL,0.922544351350222,24.991017098593392,85,Highly Favorable,High
2025-02-22 02:45:00,2931,2956,0.3189,0.33484500000000006,-5.010000000000013,False,SL,0.8763248793475757,28.74896714195387,25,Highly Favorable,High
2025-02-23 18:45:00,3091,3109,0.3235,0.339675,-5.009999999999999,False,SL,0.8324210028922622,32.318643888141985,18,Highly Favorable,High
2025-03-02 06:00:00,3712,3747,0.2577,0.2383725,7.489999999999999,True,TP,0.8947693360088926,27.249310315363818,35,Highly Favorable,High
2025-03-07 08:30:00,4202,4205,0.2726,0.28623000000000004,-5.010000000000011,False,SL,0.849941392274847,30.894119868564097,3,Highly Favorable,High
2025-03-07 14:15:00,4225,4227,0.274,0.2877,-5.009999999999996,False,SL,0.8073593285218772,34.356324463149036,2,Highly Favorable,High
2025-03-09 21:30:00,4446,4493,0.2351,0.24685500000000002,-5.010000000000007,False,SL,0.7669106261629312,37.645072607545266,47,Highly Favorable,High
2025-03-14 02:00:00,4848,4875,0.2455,0.25777500000000003,-5.010000000000015,False,SL,0.7284884037921682,40.76905446990726,27,Highly Favorable,High
2025-03-26 21:30:00,6078,6096,0.5441,0.5713050000000001,-5.010000000000006,False,SL,0.6919911347621805,43.736524840964904,18,Highly Favorable,High
2025-03-28 12:45:00,6235,6257,0.4983,0.46092750000000005,7.489999999999994,True,TP,0.7438212707558679,39.52239055155318,22,Highly Favorable,High
2025-04-06 16:00:00,7112,7123,0.4555,0.42133750000000003,7.489999999999997,True,TP,0.7995334839354824,34.99261760386451,11,Highly Favorable,High
2025-04-06 23:00:00,7140,7149,0.4348,0.45654000000000006,-5.010000000000009,False,SL,0.7594768563903147,38.249487461910896,9,Highly Favorable,High
2025-04-13 20:15:00,7801,7826,0.8325,0.874125,-5.0100000000000025,False,SL,0.7214270658851599,41.34318814006917,25,Highly Favorable,High
2025-04-17 19:15:00,8181,8204,0.8542,0.790135,7.489999999999991,True,TP,0.7754619531199584,36.94979293176035,23,Highly Favorable,High
