entry_time,exit_time,entry_price,exit_price,sl_price,tp_price,pnl_gross,fees_paid,pnl_net,exit_reason,hold_candles,hold_minutes
2025-11-07 14:31:00,2025-11-07 14:31:00,5.58e-06,5.615714285714286e-06,5.553214285714286e-06,5.615714285714286e-06,0.640040962621619,0.1,0.540040962621619,TP,0,0
2025-11-07 14:36:00,2025-11-07 14:37:00,5.57e-06,5.537857142857143e-06,5.537857142857143e-06,5.612857142857144e-06,-0.5770710438574004,0.1,-0.6770710438574004,SL,1,1
2025-11-07 14:39:00,2025-11-07 14:42:00,5.54e-06,5.594285714285715e-06,5.499285714285714e-06,5.594285714285715e-06,0.97988653945333,0.1,0.8798865394533302,TP,3,3
2025-11-07 18:53:00,2025-11-07 19:00:00,6.22e-06,6.1825e-06,6.1825e-06,6.27e-06,-0.6028938906752422,0.1,-0.7028938906752422,SL,7,7
2025-11-07 22:19:00,2025-11-07 22:19:00,6.26e-06,6.241785714285715e-06,6.241785714285715e-06,6.284285714285714e-06,-0.29096303057963635,0.1,-0.3909630305796364,SL,0,0
2025-11-07 23:13:00,2025-11-07 23:24:00,6.22e-06,6.191071428571429e-06,6.191071428571429e-06,6.258571428571428e-06,-0.46508957280660723,0.1,-0.5650895728066072,SL,11,11
2025-11-08 01:00:00,2025-11-08 01:01:00,6.11e-06,6.142857142857143e-06,6.085357142857143e-06,6.142857142857143e-06,0.5377601122282002,0.1,0.43776011222820016,TP,1,1
2025-11-08 02:54:00,2025-11-08 02:59:00,6.22e-06,6.2399999999999995e-06,6.205e-06,6.2399999999999995e-06,0.3215434083601255,0.1,0.22154340836012554,TP,5,5
2025-11-08 03:41:00,2025-11-08 03:48:00,6.22e-06,6.247142857142857e-06,6.199642857142857e-06,6.247142857142857e-06,0.43638033991731906,0.1,0.336380339917319,TP,7,7
2025-11-08 05:11:00,2025-11-08 05:17:00,6.21e-06,6.190714285714285e-06,6.190714285714285e-06,6.2357142857142854e-06,-0.31055900621118887,0.1,-0.41055900621118885,SL,6,6
2025-11-08 05:38:00,2025-11-08 05:38:00,6.16e-06,6.140714285714286e-06,6.140714285714286e-06,6.185714285714286e-06,-0.31307977736548664,0.1,-0.4130797773654866,SL,0,0
2025-11-08 05:40:00,2025-11-08 05:42:00,6.14e-06,6.169999999999999e-06,6.1174999999999995e-06,6.169999999999999e-06,0.4885993485341973,0.1,0.3885993485341973,TP,2,2
2025-11-08 06:00:00,2025-11-08 06:04:00,6.12e-06,6.094285714285713e-06,6.094285714285713e-06,6.1542857142857145e-06,-0.42016806722690253,0.1,-0.5201680672269026,SL,4,4
2025-11-08 08:17:00,2025-11-08 08:17:00,6.11e-06,6.095e-06,6.095e-06,6.13e-06,-0.2454991816693921,0.1,-0.3454991816693921,SL,0,0
2025-11-08 08:57:00,2025-11-08 09:01:00,6.17e-06,6.152857142857143e-06,6.152857142857143e-06,6.1928571428571425e-06,-0.2778420930771044,0.1,-0.37784209307710437,SL,4,4
2025-11-08 09:07:00,2025-11-08 09:12:00,6.13e-06,6.152857142857143e-06,6.112857142857142e-06,6.152857142857143e-06,0.3728734560708503,0.1,0.2728734560708503,TP,5,5
2025-11-08 09:48:00,2025-11-08 10:08:00,6.12e-06,6.148571428571428e-06,6.098571428571428e-06,6.148571428571428e-06,0.4668534080298702,0.1,0.3668534080298702,TP,20,20
2025-11-08 10:44:00,2025-11-08 10:45:00,6.16e-06,6.1785714285714285e-06,6.146071428571429e-06,6.1785714285714285e-06,0.3014842300556518,0.1,0.20148423005565178,TP,1,1
2025-11-08 11:37:00,2025-11-08 11:37:00,6.16e-06,6.1450000000000005e-06,6.1450000000000005e-06,6.18e-06,-0.24350649350649117,0.1,-0.34350649350649115,SL,0,0
2025-11-08 11:39:00,2025-11-08 11:42:00,6.13e-06,6.113928571428571e-06,6.113928571428571e-06,6.151428571428571e-06,-0.26217664879981406,0.1,-0.36217664879981404,SL,3,3
2025-11-08 12:14:00,2025-11-08 12:15:00,6.1e-06,6.124285714285715e-06,6.081785714285714e-06,6.124285714285715e-06,0.3981264637002423,0.1,0.2981264637002423,TP,1,1
2025-11-08 12:46:00,2025-11-08 12:46:00,6.13e-06,6.152857142857143e-06,6.112857142857142e-06,6.152857142857143e-06,0.3728734560708503,0.1,0.2728734560708503,TP,0,0
2025-11-08 13:06:00,2025-11-08 13:07:00,6.11e-06,6.097142857142857e-06,6.097142857142857e-06,6.127142857142857e-06,-0.210427870002344,0.1,-0.310427870002344,SL,1,1
2025-11-08 13:33:00,2025-11-08 13:41:00,6.06e-06,6.092857142857143e-06,6.035357142857142e-06,6.092857142857143e-06,0.542197076850545,0.1,0.442197076850545,TP,8,8
2025-11-08 13:56:00,2025-11-08 14:11:00,6.05e-06,6.023214285714285e-06,6.023214285714285e-06,6.085714285714285e-06,-0.44273907910271626,0.1,-0.5427390791027162,SL,15,15
2025-11-08 14:19:00,2025-11-08 14:22:00,5.99e-06,6.027142857142857e-06,5.962142857142858e-06,6.027142857142857e-06,0.6200810875268306,0.1,0.5200810875268305,TP,3,3
2025-11-08 15:13:00,2025-11-08 15:19:00,6.03e-06,6.011785714285714e-06,6.011785714285714e-06,6.054285714285715e-06,-0.3020611229566515,0.1,-0.40206112295665153,SL,6,6
2025-11-08 15:35:00,2025-11-08 15:48:00,5.97e-06,6.002857142857143e-06,5.945357142857143e-06,6.002857142857143e-06,0.550370902129699,0.1,0.450370902129699,TP,13,13
2025-11-08 16:08:00,2025-11-08 16:08:00,5.97e-06,5.947499999999999e-06,5.947499999999999e-06,5.999999999999999e-06,-0.3768844221105563,0.1,-0.4768844221105562,SL,0,0
2025-11-08 19:20:00,2025-11-08 19:24:00,6.01e-06,5.995e-06,5.995e-06,6.03e-06,-0.2495840266222938,0.1,-0.34958402662229376,SL,4,4
2025-11-08 20:10:00,2025-11-08 20:13:00,6.01e-06,6.021428571428572e-06,6.001428571428572e-06,6.021428571428572e-06,0.19015925837889452,0.1,0.09015925837889452,TP,3,3
2025-11-08 21:16:00,2025-11-08 21:18:00,6.02e-06,6.028571428571428e-06,6.013571428571428e-06,6.028571428571428e-06,0.14238253440910711,0.1,0.0423825344091071,TP,2,2
2025-11-08 23:06:00,2025-11-08 23:08:00,6.08e-06,6.071428571428572e-06,6.071428571428572e-06,6.091428571428572e-06,-0.1409774436090172,0.1,-0.2409774436090172,SL,2,2
2025-11-08 23:10:00,2025-11-08 23:11:00,6.06e-06,6.071428571428571e-06,6.051428571428571e-06,6.071428571428571e-06,0.1885902876001908,0.1,0.0885902876001908,TP,1,1
2025-11-09 00:02:00,2025-11-09 00:04:00,6.08e-06,6.071428571428572e-06,6.071428571428572e-06,6.091428571428572e-06,-0.1409774436090172,0.1,-0.2409774436090172,SL,2,2
2025-11-09 00:11:00,2025-11-09 00:19:00,6.05e-06,6.029642857142856e-06,6.029642857142856e-06,6.077142857142858e-06,-0.33648170011807554,0.1,-0.4364817001180755,SL,8,8
2025-11-09 00:53:00,2025-11-09 00:55:00,6.01e-06,6.001428571428572e-06,6.001428571428572e-06,6.021428571428572e-06,-0.14261944378416386,0.1,-0.24261944378416384,SL,2,2
2025-11-09 00:57:00,2025-11-09 00:58:00,5.99e-06,6.004285714285714e-06,5.9792857142857145e-06,6.004285714285714e-06,0.23849272597185356,0.1,0.13849272597185355,TP,1,1
2025-11-09 01:33:00,2025-11-09 01:37:00,6e-06,6.015714285714286e-06,5.988214285714286e-06,6.015714285714286e-06,0.2619047619047614,0.1,0.1619047619047614,TP,4,4
2025-11-09 02:16:00,2025-11-09 02:19:00,6.01e-06,6.0228571428571424e-06,6.000357142857143e-06,6.0228571428571424e-06,0.21392916567624576,0.1,0.11392916567624575,TP,3,3
2025-11-09 02:31:00,2025-11-09 02:31:00,5.99e-06,5.975e-06,5.975e-06,6.01e-06,-0.25041736227044836,0.1,-0.35041736227044834,SL,0,0
2025-11-09 02:33:00,2025-11-09 02:34:00,5.95e-06,5.936071428571429e-06,5.936071428571429e-06,5.968571428571428e-06,-0.23409363745497672,0.1,-0.3340936374549767,SL,1,1
2025-11-09 02:53:00,2025-11-09 02:53:00,5.9e-06,5.878571428571429e-06,5.878571428571429e-06,5.928571428571428e-06,-0.36319612590799094,0.1,-0.4631961259079909,SL,0,0
2025-11-09 02:55:00,2025-11-09 03:23:00,5.89e-06,5.866428571428571e-06,5.866428571428571e-06,5.921428571428572e-06,-0.40019403347078014,0.1,-0.5001940334707802,SL,28,28
2025-11-09 03:25:00,2025-11-09 03:33:00,5.84e-06,5.868571428571429e-06,5.8185714285714285e-06,5.868571428571429e-06,0.4892367906066593,0.1,0.38923679060665933,TP,8,8
2025-11-09 04:40:00,2025-11-09 05:03:00,5.91e-06,5.8939285714285716e-06,5.8939285714285716e-06,5.931428571428572e-06,-0.27193618564176986,0.1,-0.37193618564176983,SL,23,23
2025-11-09 05:05:00,2025-11-09 05:05:00,5.88e-06,5.901428571428571e-06,5.863928571428571e-06,5.901428571428571e-06,0.3644314868804671,0.1,0.2644314868804671,TP,0,0
2025-11-09 06:07:00,2025-11-09 06:16:00,5.91e-06,5.921428571428572e-06,5.901428571428572e-06,5.921428571428572e-06,0.19337684312303827,0.1,0.09337684312303825,TP,9,9
2025-11-09 08:37:00,2025-11-09 08:42:00,5.96e-06,5.975714285714285e-06,5.948214285714285e-06,5.975714285714285e-06,0.2636625119846592,0.1,0.16366251198465914,TP,5,5
2025-11-09 09:33:00,2025-11-09 09:39:00,5.96e-06,5.978571428571428e-06,5.9460714285714286e-06,5.978571428571428e-06,0.31160115052731796,0.1,0.21160115052731798,TP,6,6
2025-11-09 10:20:00,2025-11-09 10:23:00,5.89e-06,5.9085714285714285e-06,5.876071428571429e-06,5.9085714285714285e-06,0.3153043900072691,0.1,0.21530439000726911,TP,3,3
