offset,signals,trades,return,max_dd,return_dd,win_rate
-0.15,3,3,7.7000000000000135,-1.0999999999999959,7.000000000000038,0.3333333333333333
-0.2,3,3,7.700000000000021,-1.1000000000000003,7.000000000000017,0.3333333333333333
0.0,3,3,7.700000000000009,-1.0999999999999994,7.0000000000000115,0.3333333333333333
-0.05,3,3,7.699999999999999,-1.1000000000000036,6.999999999999976,0.3333333333333333
-0.1,3,3,7.700000000000008,-1.1000000000000083,6.999999999999955,0.3333333333333333
