Configuration,Total_Return_%,Win_Rate_%,Sharpe_Ratio,Max_DD_%,Total_Trades,Avg_Trade_%
Original,38.79198830335173,61.75514626218852,0.11258919846122836,-6.841558562186675,923,0.04202815634165951
Optimized,38.79198830335173,61.75514626218852,0.11258919846122836,-6.841558562186675,923,0.04202815634165951
