regime,pct_of_time,avg_return,avg_volatility,total_candles
TRENDING_UP,20.85783065598815,0.016103456991110827,0.12931640084391052,9011
TRENDING_DOWN,24.228044997916765,-0.016535040517612072,0.12535773108816034,10467
MEAN_REVERTING,39.82685986759872,-0.0004109180989500949,0.1105049750831738,17206
EXPLOSIVE,0.009258830609693996,-1.4801382110707493,0.7970255777924102,4
CHOPPY,15.078005647886672,0.002365818249175441,0.11546971668455479,6514
