entry_time,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,winner,exit_reason,equity,drawdown,bars_held,regime_type,regime_favorable,price_vs_ema50,price_vs_ema100
2025-01-25 09:45:00,271,292,1.1969,1.2567450000000002,-5.010000000000012,False,SL,0.9498999999999999,5.010000000000014,21,Strong Downtrend,True,-3.772647751979144,-7.643614410870679
2025-01-25 23:30:00,326,330,1.3358,1.4025900000000002,-5.01000000000001,False,SL,0.9023100099999998,9.768999000000022,4,Strong Uptrend,True,0.6361510044280239,2.073201212656062
2025-01-26 01:45:00,335,364,1.3486,1.247455,7.490000000000002,True,TP,0.9698930297489997,3.0106970251000287,29,Strong Uptrend,True,0.44865527965087576,2.165561347110421
2025-01-26 16:45:00,395,399,1.2703,1.333815,-5.009999999999999,False,SL,0.9213013889585748,7.869861104142517,4,Weak Downtrend,True,-1.8564937170027007,-2.3424577498722186
2025-01-26 19:45:00,407,409,1.2956,1.3603800000000001,-5.010000000000005,False,SL,0.8751441893717502,12.48558106282498,2,Weak Uptrend,False,-0.45236012059837105,-0.6044573679862664
2025-01-26 21:30:00,414,420,1.2655,1.1705875000000001,7.489999999999995,True,TP,0.9406924891556943,5.930751084430574,6,Weak Uptrend,False,-3.0854772408902007,-3.0751230669450993
2025-01-27 16:45:00,491,498,0.9465,0.8755125,7.489999999999998,True,TP,1.0111503565934556,0.0,7,Strong Downtrend,True,-4.3281176281766545,-10.055201829119827
2025-01-28 06:00:00,544,553,1.0124,0.93647,7.489999999999994,True,TP,1.0868855183023054,0.0,9,Weak Uptrend,False,-0.8615081940156514,-1.590135660969886
2025-01-29 13:00:00,668,680,0.9907,0.9163975000000001,7.489999999999994,True,TP,1.1682932436231481,0.0,12,Strong Uptrend,True,2.1472323764162566,4.368732060969347
2025-01-29 19:00:00,692,694,0.9036,0.94878,-5.010000000000001,False,SL,1.1097617521176284,5.010000000000001,2,Weak Downtrend,True,-4.688134507815413,-4.2835296252494794
2025-01-30 00:00:00,712,734,0.988,1.0374,-5.010000000000011,False,SL,1.0541626883365351,9.768999000000006,22,Weak Uptrend,False,-0.8600653130591795,1.4007522312401244
2025-01-30 18:15:00,785,818,1.1897,1.1004725,7.490000000000001,True,TP,1.1331194736929415,3.010697025100016,33,Strong Uptrend,True,2.477054997687106,8.216237727190798
2025-01-31 17:00:00,876,880,1.0675,0.9874375,7.489999999999994,True,TP,1.2179901222725429,0.0,4,Weak Uptrend,False,-0.21415571261113303,-0.8062016775765408
2025-02-01 03:00:00,916,965,0.9031,0.8353675,7.489999999999997,True,TP,1.3092175824307564,0.0,49,Strong Downtrend,True,-4.675006728999194,-8.719244893138308
2025-02-02 07:30:00,1030,1042,0.6401,0.5920925,7.489999999999997,True,TP,1.40727797935482,0.0,12,Strong Downtrend,True,-6.839606476740764,-14.494147726328249
2025-02-02 16:00:00,1064,1067,0.594,0.54945,7.489999999999997,True,TP,1.512683100008496,0.0,3,Strong Downtrend,True,-4.939118681047681,-12.338295925654863
2025-02-02 21:45:00,1087,1088,0.5929,0.622545,-5.010000000000006,False,SL,1.4368976766980703,5.009999999999996,1,Strong Downtrend,True,-2.2076346041027994,-8.237934815147794
2025-02-03 01:30:00,1102,1103,0.6061,0.5606425,7.489999999999989,True,TP,1.5445213126827557,0.0,1,Weak Uptrend,False,-2.886079339213563,-6.191209487498658
2025-02-03 05:00:00,1116,1117,0.617,0.64785,-5.010000000000008,False,SL,1.4671407949173496,5.010000000000003,1,Weak Uptrend,False,-3.3344733029841036,-4.880337365235666
2025-02-03 08:30:00,1130,1132,0.6376,0.66948,-5.010000000000004,False,SL,1.3936370410919903,9.768999000000012,2,Weak Uptrend,False,-1.9480530985579887,-2.342139736405084
2025-02-03 12:30:00,1146,1154,0.6528,0.60384,7.489999999999999,True,TP,1.4980204554697802,3.0106970251000185,8,Weak Uptrend,False,-1.5824150691367247,-1.0506436333373674
2025-02-03 23:45:00,1191,1211,0.8072,0.7466600000000001,7.489999999999991,True,TP,1.6102221875844667,0.0,20,Strong Uptrend,True,3.1116378417505453,9.072901853450732
2025-02-04 17:45:00,1263,1268,0.7346,0.7713300000000001,-5.010000000000005,False,SL,1.5295500559864847,5.010000000000009,5,Weak Uptrend,False,-0.5255468492123822,-0.4855396707054596
2025-02-04 19:45:00,1271,1277,0.6919,0.6400075,7.490000000000001,True,TP,1.6441133551798723,0.0,6,Weak Uptrend,False,-6.402944248072906,-6.327050942246366
2025-02-05 04:15:00,1305,1311,0.6581,0.6910050000000001,-5.010000000000011,False,SL,1.5617432760853605,5.0100000000000176,6,Strong Downtrend,True,-2.9464865332955346,-5.743326987227972
