entry_time,exit_time,entry_price,exit_price,stop_loss,size_pct,pnl_pct,pnl_dollars,capital_after,trade_num_today
2025-09-04 15:30:00,2025-09-05 14:15:00,0.7458,0.7415,0.7415,0.2,-0.006765620809868558,-13.531241619737115,9986.468758380262,0
2025-09-05 15:00:00,2025-09-05 17:30:00,0.7377,0.7305,0.7305,0.2,-0.010760065067100425,-21.491010726147444,9964.977747654115,1
2025-09-05 17:45:00,2025-09-05 18:00:00,0.7311,0.7288,0.7288,0.4,-0.0041459444672411,-16.525697743626907,9948.452049910487,2
2025-09-06 00:00:00,2025-09-06 04:00:00,0.7501,0.7477,0.7477,0.2,-0.004199573390214582,-8.35585090052596,9940.096199009962,1
2025-09-06 04:15:00,2025-09-06 04:30:00,0.7458,0.744,0.744,0.4,-0.003413515687852003,-13.572269725631429,9926.52392928433,2
2025-09-06 04:45:00,2025-09-06 05:15:00,0.7451,0.7438,0.7438,0.6,-0.00274473225070456,-16.347390219658354,9910.176539064672,3
2025-09-07 00:00:00,2025-09-07 00:15:00,0.7319,0.7312,0.7312,0.2,-0.0019564148107665447,-3.8776832316674525,9906.298855833005,1
2025-09-07 00:15:00,2025-09-07 17:15:00,0.7327,0.7311,0.7311,0.4,-0.003183704108093416,-12.61548974532666,9893.683366087678,2
2025-09-07 17:30:00,2025-09-21 16:15:00,0.7342,0.7288,0.7288,0.6,-0.008354944156905422,-49.59670321785997,9844.086662869819,0
2025-09-21 16:45:00,2025-09-22 00:15:00,0.7113,0.6998,0.6998,0.2,-0.017167580486433385,-33.79983002004861,9810.28683284977,0
2025-09-22 01:00:00,2025-09-22 01:15:00,0.6954,0.6908,0.6908,0.2,-0.0076148979004889965,-14.940866521332511,9795.345966328437,1
2025-09-22 01:30:00,2025-09-22 01:45:00,0.6954,0.694,0.694,0.4,-0.0030132297958010753,-11.80625133036829,9783.539714998069,2
2025-09-23 00:15:00,2025-09-23 00:30:00,0.6286,0.6257,0.6257,0.2,-0.005613426662424457,-10.983836537811746,9772.555878460258,1
2025-09-23 01:15:00,2025-09-24 03:15:00,0.616,0.5966,0.5966,0.4,-0.03249350649350645,-127.01784315796121,9645.538035302297,0
2025-09-24 03:45:00,2025-09-24 04:00:00,0.5647,0.5628,0.5628,0.2,-0.004364618381441496,-8.419818521554701,9637.118216780742,1
2025-09-24 04:15:00,2025-09-25 16:45:00,0.5657,0.556,0.556,0.4,-0.018146897648930408,-69.95351916422514,9567.164697616518,0
2025-09-25 17:15:00,2025-09-25 17:45:00,0.558,0.5454,0.5454,0.2,-0.02358064516129042,-45.11998318682389,9522.044714429694,1
2025-09-25 18:00:00,2025-09-25 23:30:00,0.5544,0.5471,0.5471,0.4,-0.01416738816738812,-53.961001446620735,9468.083712983072,2
2025-09-26 00:00:00,2025-09-26 11:00:00,0.5612,0.5519,0.5519,0.2,-0.0175716322166787,-33.27393696025285,9434.80977602282,1
2025-09-26 11:15:00,2025-09-26 12:00:00,0.5591,0.553,0.553,0.4,-0.011910391700947941,-44.94891202254588,9389.860864000273,2
2025-09-26 12:30:00,2025-10-10 20:45:00,0.5583,0.5404,0.5404,0.6,-0.033061615618842966,-186.26638235999624,9203.594481640277,0
2025-10-10 21:30:00,2025-11-03 15:30:00,0.3512,0.2689,0.2689,0.2,-0.23533940774487483,-433.1936948866442,8770.400786753633,0
2025-11-03 16:00:00,2025-11-03 20:00:00,0.2732,0.2659,0.2659,0.2,-0.027720351390922306,-48.62371832960643,8721.777068424026,1
2025-11-03 20:30:00,2025-11-03 20:45:00,0.2656,0.2641,0.2641,0.4,-0.006647590361445788,-23.191520469893785,8698.585547954131,2
2025-11-04 00:30:00,2025-11-04 01:15:00,0.2666,0.2595,0.2595,0.2,-0.0276316579144786,-48.07126804017919,8650.514279913952,1
2025-11-04 01:15:00,2025-11-04 01:45:00,0.2612,0.2595,0.2595,0.4,-0.00750842266462473,-25.980686991986317,8624.533592921965,2
2025-11-04 02:00:00,2025-11-04 02:45:00,0.2623,0.2595,0.2595,0.6,-0.011674799847502741,-60.41382208525658,8564.119770836709,3
2025-11-05 00:45:00,2025-11-05 01:00:00,0.2508,0.2493,0.2493,0.2,-0.006980861244019254,-11.956986359474609,8552.162784477234,1
2025-11-05 01:45:00,2025-11-14 23:00:00,0.2462,0.2382,0.2382,0.4,-0.033493907392363964,-114.5781393230808,8437.584645154153,0
2025-11-14 23:30:00,2025-11-16 15:45:00,0.2345,0.233,0.233,0.2,-0.007396588486140613,-12.481868287436807,8425.102776866715,0
2025-11-16 16:00:00,2025-11-16 17:15:00,0.2343,0.2323,0.2323,0.2,-0.009536064874093052,-16.0684653302205,8409.034311536496,1
2025-11-16 17:45:00,2025-11-21 07:30:00,0.2327,0.2276,0.2276,0.4,-0.022916630855178314,-77.08269406640416,8331.951617470091,0
2025-11-21 08:15:00,2025-11-21 08:30:00,0.2382,0.2373,0.2373,0.2,-0.00477833753148608,-7.962575424856697,8323.989042045234,1
2025-11-21 08:30:00,2025-11-21 11:30:00,0.2406,0.2365,0.2365,0.4,-0.01804073150457199,-60.06834054181499,8263.920701503419,2
2025-11-22 00:00:00,2025-11-22 00:45:00,0.2255,0.2215,0.2215,0.2,-0.01873835920177385,-30.970462903949205,8232.95023859947,1
2025-11-22 01:00:00,2025-11-22 01:30:00,0.223,0.2218,0.2218,0.4,-0.006381165919282541,-21.014328591079998,8211.93591000839,2
2025-11-22 02:45:00,2025-11-22 03:15:00,0.2171,0.2151,0.2151,0.6,-0.01021234454168574,-50.317871320348374,8161.6180386880405,3
2025-11-23 00:00:00,2025-11-23 00:30:00,0.2137,0.2096,0.2096,0.2,-0.020185774450163747,-32.94971617546892,8128.668322512572,1
2025-11-23 00:45:00,2025-12-03 14:45:00,0.2114,0.337,0.2094,0.4,0.5931343424787134,1928.5569362804163,10057.225258792987,0
