trade_num,entry_time,exit_time,signal_price,limit_price,max_price,stop,target,filled,result,actual_entry,exit_price,gross_pnl_pct,entry_fee_pct,exit_fee_pct,total_fee_pct,profit_after_fees_pct,winner,profit_after_fees_dollar,running_balance
97,2025-12-02 22:40:00,2025-12-02 22:42:00,3016.78,3017.8358730000004,3021.05,3020.9142857142856,3008.5114285714294,YES,STOP,3017.8358730000004,3020.9142857142856,-0.10200729409531907,0.02,0.05,0.06999999999999999,-0.17200729409531906,LOSS,-16.306829395772255,9464.005898932892
98,2025-12-03 00:42:00,2025-12-03 01:11:00,3002.75,3003.8009625000004,3012.43,3009.081428571428,2990.087142857143,YES,STOP,3003.8009625000004,3009.081428571428,-0.17579280842339703,0.02,0.05,0.06999999999999999,-0.245792808423397,LOSS,-23.261845888343117,9440.74405304455
99,2025-12-03 01:47:00,2025-12-03 01:50:00,3020.42,3021.4771470000005,3025.83,3024.9542857142856,3011.3514285714286,YES,STOP,3021.4771470000005,3024.9542857142856,-0.11508075504517615,0.02,0.05,0.06999999999999999,-0.18508075504517613,LOSS,-17.473000375257413,9423.271052669292
100,2025-12-03 02:11:00,2025-12-03 02:13:00,3033.51,3034.5717285000005,3044.12,3042.434285714286,3015.661428571429,YES,STOP,3034.5717285000005,3042.434285714286,-0.25909940241129203,0.02,0.05,0.06999999999999999,-0.32909940241129204,LOSS,-31.011928721930907,9392.25912394736
101,2025-12-03 04:10:00,2025-12-03 04:21:00,3041.24,3042.304434,3046.29,3045.454285714285,3032.8114285714287,YES,STOP,3042.304434,3045.454285714285,-0.10353505977518415,0.02,0.05,0.06999999999999999,-0.17353505977518413,LOSS,-16.298862484982237,9375.960261462378
102,2025-12-03 10:20:00,2025-12-03 10:21:00,3068.06,3069.1338210000004,3072.56,3071.608571428571,3060.9628571428575,YES,STOP,3069.1338210000004,3071.608571428571,-0.08063351332670962,0.02,0.05,0.06999999999999999,-0.1506335133267096,LOSS,-14.123338349956928,9361.836923112422
103,2025-12-03 14:41:00,2025-12-03 14:43:00,3120.0,3121.092,3144.31,3141.578571428571,3076.842857142857,YES,STOP,3121.092,3141.578571428571,-0.6563911422210911,0.02,0.05,0.06999999999999999,-0.726391142221091,LOSS,-68.00355415867216,9293.83336895375
104,2025-12-03 17:37:00,2025-12-03 17:46:00,3114.2,3115.2899700000003,3122.97,3122.034285714285,3098.531428571429,YES,STOP,3115.2899700000003,3122.034285714285,-0.21649078510289577,0.02,0.05,0.06999999999999999,-0.2864907851028958,LOSS,-26.625976184870506,9267.20739276888
105,2025-12-03 20:52:00,2025-12-03 20:57:00,3155.0,3156.1042500000003,3155.0,3164.2142857142853,3136.571428571429,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,SKIP,0.0,9267.20739276888
106,2025-12-03 21:56:00,2025-12-03 22:01:00,3165.06,3166.1677710000004,3176.16,3171.44,3152.3,YES,STOP,3166.1677710000004,3171.44,-0.16651767629908382,0.02,0.05,0.06999999999999999,-0.23651767629908382,LOSS,-21.918583583193865,9245.288809185686
107,2025-12-04 01:12:00,2025-12-04 01:14:00,3225.92,3227.0490720000003,3237.35,3236.1328571428576,3205.4942857142855,YES,STOP,3227.0490720000003,3236.1328571428576,-0.2814889064338753,0.02,0.05,0.06999999999999999,-0.3514889064338753,LOSS,-32.49616453206022,9212.792644653626
108,2025-12-04 06:21:00,2025-12-04 06:26:00,3197.51,3198.6291285000007,3203.89,3203.0042857142857,3186.521428571429,YES,STOP,3198.6291285000007,3203.0042857142857,-0.13678226010330916,0.02,0.05,0.06999999999999999,-0.20678226010330913,LOSS,-19.050420849246194,9193.74222380438
109,2025-12-04 09:06:00,2025-12-04 09:32:00,3195.16,3196.278306,3200.05,3199.7457142857143,3185.988571428571,YES,STOP,3196.278306,3199.7457142857143,-0.10848267746914088,0.02,0.05,0.06999999999999999,-0.17848267746914087,LOSS,-16.409237280656992,9177.332986523723
110,2025-12-04 15:37:00,2025-12-04 15:39:00,3204.09,3205.2114315000003,3222.45,3217.367142857143,3177.5357142857147,YES,STOP,3205.2114315000003,3217.367142857143,-0.3792483465421128,0.02,0.05,0.06999999999999999,-0.4492483465421128,LOSS,-41.22901669862173,9136.1039698251
111,2025-12-05 01:06:00,2025-12-05 01:25:00,3156.01,3157.1146035000006,3162.19,3160.51,3147.01,YES,STOP,3157.1146035000006,3160.51,-0.1075474579299543,0.02,0.05,0.06999999999999999,-0.1775474579299543,LOSS,-16.220920352262105,9119.883049472839
112,2025-12-05 10:25:00,2025-12-05 10:34:00,3141.03,3142.1293605000005,3148.36,3146.6685714285713,3129.7528571428575,YES,STOP,3142.1293605000005,3146.6685714285713,-0.14446289149115413,0.02,0.05,0.06999999999999999,-0.2144628914911541,LOSS,-19.558764888511092,9100.324284584329
113,2025-12-05 15:02:00,2025-12-05 15:04:00,3131.78,3132.8761230000005,3146.14,3143.8214285714284,3107.6971428571433,YES,STOP,3132.8761230000005,3143.8214285714284,-0.34936924224590477,0.02,0.05,0.06999999999999999,-0.41936924224590477,LOSS,-38.16396099418135,9062.160323590148
114,2025-12-05 19:56:00,2025-12-05 20:38:00,3043.35,3044.4151725,3049.16,3051.258571428571,3027.532857142857,YES,TP,3044.4151725,3027.532857142857,0.5545339383944665,0.02,0.05,0.06999999999999999,0.4845339383944665,WIN,43.90924231951207,9106.06956590966
115,2025-12-05 23:28:00,2025-12-06 00:02:00,3024.73,3025.7886555000005,3025.57,3028.9442857142853,3016.301428571429,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,SKIP,0.0,9106.06956590966
116,2025-12-06 02:36:00,2025-12-06 03:04:00,3029.22,3030.280227,3036.16,3032.2442857142855,3023.1714285714284,YES,STOP,3030.280227,3032.2442857142855,-0.06481442530579958,0.02,0.05,0.06999999999999999,-0.13481442530579957,LOSS,-12.276295353227425,9093.793270556433
117,2025-12-06 03:06:00,2025-12-06 03:09:00,3040.43,3041.4941505,3044.97,3044.081428571428,3033.127142857143,YES,STOP,3041.4941505,3044.081428571428,-0.0850660216131836,0.02,0.05,0.06999999999999999,-0.1550660216131836,LOSS,-14.101383438379274,9079.691887118053
118,2025-12-06 09:11:00,2025-12-06 09:26:00,3024.08,3025.138428,3029.58,3029.165714285714,3013.9085714285716,YES,STOP,3025.138428,3029.165714285714,-0.13312733884962144,0.02,0.05,0.06999999999999999,-0.20312733884962142,LOSS,-18.44333650604787,9061.248550612005
119,2025-12-06 14:15:00,2025-12-06 14:17:00,3050.38,3051.447633,3059.89,3054.7785714285715,3041.5828571428574,YES,STOP,3051.447633,3054.7785714285715,-0.10915928533554631,0.02,0.05,0.06999999999999999,-0.17915928533554631,LOSS,-16.234068145754016,9045.014482466251
120,2025-12-06 16:37:00,2025-12-06 16:39:00,3061.58,3062.651553,3065.66,3065.3971428571426,3053.945714285714,YES,STOP,3062.651553,3065.3971428571426,-0.0896474773453432,0.02,0.05,0.06999999999999999,-0.15964747734534318,LOSS,-14.440137446778317,9030.574345019473
