trade_num,entry_time,exit_time,signal_price,limit_price,max_price,stop,target,filled,result,actual_entry,exit_price,gross_pnl_pct,entry_fee_pct,exit_fee_pct,total_fee_pct,profit_after_fees_pct,winner,profit_after_fees_dollar,running_balance
78,2025-11-29 15:16:00,2025-11-29 15:17:00,3006.55,3007.6022925,3014.18,3011.1028571428574,2997.4442857142863,YES,STOP,3007.6022925,3011.1028571428574,-0.11639054311091801,0.02,0.05,0.06999999999999999,-0.18639054311091802,LOSS,-17.76198295744178,9511.682301601519
79,2025-11-29 18:33:00,2025-11-29 18:36:00,2982.08,2983.123728,2990.4,2987.315714285714,2971.6085714285714,YES,STOP,2983.123728,2987.315714285714,-0.14052337978366072,0.02,0.05,0.06999999999999999,-0.2105233797836607,LOSS,-20.0243150556158,9491.657986545903
80,2025-11-30 01:05:00,2025-11-30 01:07:00,3008.9,3009.9531150000003,3012.06,3011.8785714285714,3002.9428571428575,YES,STOP,3009.9531150000003,3011.8785714285714,-0.06396964852959591,0.02,0.05,0.06999999999999999,-0.13396964852959592,LOSS,-12.715940844206868,9478.942045701695
81,2025-11-30 03:43:00,2025-11-30 05:04:00,3003.59,3004.6412565000005,3005.4,3008.097142857143,2994.575714285715,YES,TP,3004.6412565000005,2994.575714285715,0.33499980047569494,0.02,0.05,0.06999999999999999,0.26499980047569494,WIN,25.11917750831625,9504.061223210012
82,2025-11-30 07:47:00,2025-11-30 08:15:00,3008.38,3009.4329330000005,3008.97,3010.9485714285715,3003.2428571428577,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,SKIP,0.0,9504.061223210012
83,2025-11-30 08:23:00,2025-11-30 08:28:00,3017.7,3018.756195,3018.47,3021.197142857143,3010.7057142857143,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,SKIP,0.0,9504.061223210012
84,2025-11-30 11:06:00,2025-11-30 11:08:00,3013.12,3014.1745920000003,3016.78,3015.0899999999997,3009.1800000000003,YES,STOP,3014.1745920000003,3015.0899999999997,-0.030370105382382183,0.02,0.05,0.06999999999999999,-0.10037010538238217,LOSS,-9.53923626534201,9494.52198694467
85,2025-11-30 12:42:00,2025-11-30 12:43:00,3017.88,3018.936258,3027.53,3020.565714285714,3012.508571428572,YES,STOP,3018.936258,3020.565714285714,-0.05397451772609722,0.02,0.05,0.06999999999999999,-0.12397451772609722,LOSS,-11.770787843712919,9482.751199100958
86,2025-11-30 13:15:00,2025-11-30 13:18:00,3030.23,3031.2905805,3035.49,3033.9557142857143,3022.778571428571,YES,STOP,3031.2905805,3033.9557142857143,-0.0879207622937507,0.02,0.05,0.06999999999999999,-0.15792076229375068,LOSS,-14.975232980040017,9467.775966120918
87,2025-12-01 02:03:00,2025-12-01 02:04:00,2860.2,2861.20107,2870.2,2867.0228571428565,2846.554285714286,YES,STOP,2861.20107,2867.0228571428565,-0.2034735413703891,0.02,0.05,0.06999999999999999,-0.2734735413703891,LOSS,-25.891862223565443,9441.884103897353
88,2025-12-01 14:04:00,2025-12-01 14:31:00,2821.57,2822.5575495000003,2825.85,2828.4357142857143,2807.8385714285723,YES,TP,2822.5575495000003,2807.8385714285723,0.5214766329223415,0.02,0.05,0.06999999999999999,0.45147663292234147,WIN,42.627900436705566,9484.51200433406
89,2025-12-01 18:12:00,2025-12-01 18:35:00,2757.18,2758.145013,2757.93,2765.1442857142856,2741.2514285714287,NO,SKIPPED,,,0.0,0.0,0.0,0.0,0.0,SKIP,0.0,9484.51200433406
90,2025-12-01 18:57:00,2025-12-01 19:21:00,2754.83,2755.7941905000002,2756.71,2763.6985714285715,2737.092857142857,YES,TP,2755.7941905000002,2737.092857142857,0.6786186508996882,0.02,0.05,0.06999999999999999,0.6086186508996883,WIN,57.724509005196936,9542.236513339256
91,2025-12-02 01:06:00,2025-12-02 01:12:00,2821.35,2822.3374725000003,2824.86,2829.2685714285712,2805.5128571428572,YES,TP,2822.3374725000003,2805.5128571428572,0.5961234445234508,0.02,0.05,0.06999999999999999,0.5261234445234508,WIN,50.20394342855493,9592.44045676781
92,2025-12-02 10:51:00,2025-12-02 11:11:00,2831.87,2832.8611545,2833.84,2837.658571428571,2820.292857142858,YES,TP,2832.8611545,2820.292857142858,0.443660902235793,0.02,0.05,0.06999999999999999,0.373660902235793,WIN,35.84319955718983,9628.283656325
93,2025-12-02 13:16:00,2025-12-02 13:17:00,2837.54,2838.533139,2843.98,2843.828571428571,2824.9628571428575,YES,STOP,2838.533139,2843.828571428571,-0.1865552441792745,0.02,0.05,0.06999999999999999,-0.2565552441792745,LOSS,-24.701866644757786,9603.581789680242
94,2025-12-02 14:07:00,2025-12-02 14:08:00,2856.89,2857.8899115,2866.41,2864.1271428571426,2842.415714285715,YES,STOP,2857.8899115,2864.1271428571426,-0.21824603292255676,0.02,0.05,0.06999999999999999,-0.28824603292255674,LOSS,-27.681943527226373,9575.899846153015
95,2025-12-02 14:44:00,2025-12-02 14:45:00,2887.23,2888.2405305,2908.41,2902.322857142857,2857.044285714286,YES,STOP,2888.2405305,2902.322857142857,-0.4875745802382704,0.02,0.05,0.06999999999999999,-0.5575745802382703,LOSS,-53.39278337122485,9522.507062781791
96,2025-12-02 15:03:00,2025-12-02 15:12:00,2922.71,2923.7329485000005,2946.66,2934.6414285714286,2898.847142857143,YES,STOP,2923.7329485000005,2934.6414285714286,-0.3731011095601137,0.02,0.05,0.06999999999999999,-0.4431011095601137,LOSS,-42.19433445312632,9480.312728328665
