entry_date,exit_date,entry_price,exit_price,pnl_pct,exit_type,win,entry_rsi,entry_atr_pct,entry_volume_ratio,entry_bb_width,entry_above_ema50,entry_above_ema100,entry_momentum_7d,entry_momentum_14d,trade_num
2025-08-02 06:00:00,2025-08-02 07:30:00,0.9327,0.960681,-3.010000000000004,SL,False,59.06941554756947,1.4196878494080167,0.3279730204695439,11.975947580162297,False,False,-31.908276571979236,-31.44684135092426,101
2025-08-02 09:30:00,2025-08-02 17:30:00,0.94313,0.8959735,4.990000000000004,TP,True,51.305713724720206,1.2890209045564087,0.1639279053554913,5.690677238601408,False,False,-31.803522878463585,-30.18867924528301,102
2025-08-03 12:00:00,2025-08-04 00:30:00,0.92898,0.9568494,-3.0100000000000047,SL,False,39.369158878504685,0.8367856604632413,0.9434965227343656,2.6740488781426124,False,False,-29.92743675230437,-37.39984770786865,103
2025-08-04 18:30:00,2025-08-04 21:00:00,0.95466,0.9832998,-3.01,SL,False,48.66504054321314,1.6375313873899753,1.1137605531019312,4.5181385210597576,False,True,-22.6507429793716,-38.51494522338938,104
2025-08-05 14:00:00,2025-08-05 21:30:00,0.9699,0.921405,4.990000000000006,TP,True,45.42057300203238,1.9967448779697452,3.7160800159234726,7.550837375918331,False,False,-12.880625168418211,-38.05722314471836,105
2025-08-06 01:00:00,2025-08-06 05:30:00,0.9195,0.947085,-3.0099999999999967,SL,False,45.31461258450338,1.9650431134933588,1.2013595812878777,6.773135137583032,False,False,-14.634259560127372,-44.71500721500722,106
2025-08-06 12:30:00,2025-08-06 14:00:00,0.94274,0.9710222,-3.010000000000004,SL,False,49.08958485069194,1.3551683694034715,0.4872465738947909,6.481649760908508,False,False,-11.546256333270788,-40.65517632099108,107
2025-08-06 19:30:00,2025-08-07 10:30:00,0.95391,0.9825273,-3.010000000000007,SL,False,53.90969548477425,1.944478140345674,0.7403073506285017,4.241831904584283,True,False,-10.420051273864406,-37.81308264990808,108
2025-08-07 16:30:00,2025-08-07 19:30:00,0.95048,0.9789944,-3.0100000000000056,SL,False,56.32236540851703,1.9025725347794185,2.1945528061888395,11.5923541359035,False,False,-10.392095860319984,-30.21695238794464,109
2025-08-15 11:00:00,2025-08-15 15:00:00,1.02193,0.9708335,4.99000000000001,TP,True,42.95546032982724,1.2239446090101185,0.6403987877377346,5.389317432226441,False,False,-0.3024301727754364,3.5505476800859137,110
2025-08-16 05:30:00,2025-08-16 07:30:00,0.94488,0.9732264,-3.01,SL,False,41.63334034940016,1.2526156004692932,0.2587520967777628,4.27075375761654,False,False,-14.357965720708066,-0.521145889264385,111
2025-08-16 09:30:00,2025-08-16 13:00:00,0.9333,0.961299,-3.01,SL,False,37.82425800420658,1.0035817605730797,0.6304515086220951,3.3528960680612534,False,False,-16.15609896329303,-1.042274129759424,112
2025-08-16 16:30:00,2025-08-17 08:30:00,0.94019,0.9683957,-3.01,SL,False,53.5769909666701,1.2761098440588745,0.6685584008897538,4.769141675779864,False,False,-13.05164058743018,2.749636623935814,113
2025-08-17 18:00:00,2025-08-17 22:30:00,0.96456,0.9934968,-3.0099999999999985,SL,False,47.900650502661136,1.5056458014905385,0.6640411264048907,5.962908374345777,True,False,-11.182320441988958,3.061191781261008,114
2025-08-18 00:00:00,2025-08-18 02:30:00,0.95084,0.903298,4.990000000000008,TP,True,40.33675504024815,1.7678353576086092,0.5010445438205705,7.015578962308943,False,False,-12.017099869530224,0.3948896631823517,115
2025-08-18 13:30:00,2025-08-18 16:30:00,0.89666,0.9235598,-3.010000000000004,SL,False,43.8512297540492,1.437477495849676,1.3063106439197576,3.122221262193696,False,False,-9.62364182474248,-8.54700854700855,116
2025-08-20 07:30:00,2025-08-20 15:00:00,0.87656,0.9028568,-3.0100000000000007,SL,False,57.1886446886447,1.2952417893323236,0.7178045521480886,4.893536340771915,False,False,-19.729672805194088,-8.404476535804973,117
2025-08-21 02:00:00,2025-08-22 11:30:00,0.90143,0.8563584999999999,4.990000000000005,TP,True,44.82899856645506,1.3044353336999466,1.773597126300607,4.558659911387693,False,False,-21.15335834929633,-3.4282163633052365,118
2025-08-23 01:30:00,2025-08-24 10:00:00,0.96146,0.913387,4.990000000000004,TP,True,49.914373786962,1.2379238717307908,0.351459425404471,3.956914380475281,True,True,-0.1588801545187368,-8.58908537744819,119
2025-08-24 22:00:00,2025-08-24 23:00:00,0.915,0.94245,-3.009999999999997,SL,False,44.65005035246727,2.1492583918813435,4.00551421351041,9.37511590282057,False,False,-5.755603164139744,-14.905884978796212,120
2025-08-26 07:00:00,2025-08-26 19:30:00,0.78525,0.8088075,-3.010000000000001,SL,False,48.51141552511415,1.3911857006412889,1.0197850908334212,2.906491228025048,False,False,-12.706353176588292,-8.628112636723294,121
2025-08-27 00:30:00,2025-08-27 03:30:00,0.79993,0.8239279,-3.010000000000002,SL,False,57.3988382396377,1.7893529969586632,0.3492805486476071,8.288885059562693,False,False,-7.415509259259256,-26.34433354204264,122
2025-08-27 05:30:00,2025-08-27 14:30:00,0.79974,0.8237322,-3.0100000000000025,SL,False,41.65554072096126,1.4833392281062774,0.4580008688804626,4.819459446833696,False,False,-10.103190126121264,-25.089219644245453,123
2025-08-27 19:30:00,2025-08-27 20:00:00,0.81459,0.8390277,-3.0100000000000007,SL,False,56.9962573946638,1.7751261370750928,0.7205426106036301,5.890345088530134,True,False,-11.553745928338763,-27.083202792821016,124
2025-08-27 21:30:00,2025-08-28 08:00:00,0.81531,0.8397693,-3.0100000000000087,SL,False,48.12854091204607,2.054520892140939,0.2050031806597245,5.73689763531412,True,False,-11.611847097851314,-24.81325734521108,125
2025-08-28 15:30:00,2025-08-29 08:30:00,0.83317,0.7915114999999999,4.990000000000005,TP,True,45.59877955758959,1.3309751568450294,0.6136421090508388,2.9222367791737938,True,True,-4.448598559566952,-19.645664355222937,126
2025-08-30 01:30:00,2025-08-30 03:00:00,0.75669,0.7793907,-3.0100000000000025,SL,False,58.79649890590809,1.2816156078258123,0.5404942004637496,6.483271545021334,False,False,-21.2978179019408,-21.42286005046782,127
2025-08-30 12:30:00,2025-09-01 00:30:00,0.78074,0.741703,4.989999999999998,TP,True,36.4302364302364,0.6304458407591356,0.5561573064132056,1.738507038529499,False,False,-15.988938267353902,-17.118895966029722,128
2025-09-01 10:30:00,2025-09-01 20:30:00,0.74623,0.7089184999999999,4.990000000000007,TP,True,54.91363907087547,1.325711529000058,1.5965234255233292,6.55688544690316,False,False,-14.431015503164843,-17.91822951613081,129
2025-09-02 12:30:00,2025-09-02 13:30:00,0.74727,0.7696881,-3.01,SL,False,50.205607476635485,1.3016905344979552,3.4342661988689627,4.009265996185432,True,False,-5.816591464797972,-19.67084471008105,130
2025-09-02 15:30:00,2025-09-02 17:30:00,0.74515,0.7675045,-3.010000000000008,SL,False,47.83094395829456,1.8318459370596536,0.6203027639500124,4.322481555524401,False,False,-4.778030516011967,-15.091329664193989,131
2025-09-02 19:00:00,2025-09-02 20:30:00,0.75138,0.7739214000000001,-3.0100000000000056,SL,False,47.01922138745246,1.8661852667282692,0.4667693108810567,3.947163309696903,True,False,-6.150233568984032,-14.067110409661698,132
2025-09-03 12:30:00,2025-09-03 14:30:00,0.79318,0.8169754,-3.0100000000000025,SL,False,54.0750537278889,1.063710993361263,0.715607595846271,3.481543935287759,True,True,-1.222914072229142,-10.534864310045345,133
2025-09-03 18:30:00,2025-09-04 14:00:00,0.79796,0.758062,4.989999999999998,TP,True,51.53187164222452,1.4122619823406848,0.363847373095745,2.442329448608683,True,True,-2.9092192195846023,-11.035297790264677,134
2025-09-04 23:30:00,2025-09-05 12:30:00,0.74765,0.7700795,-3.0099999999999985,SL,False,51.32969655642688,0.8728301057599525,0.7640551284895875,2.117222704395106,False,False,-12.132145543437378,-13.936596371673271,135
2025-09-05 14:00:00,2025-09-07 22:30:00,0.73996,0.7621587999999999,-3.009999999999995,SL,False,37.67724510465902,1.381252268462389,4.58287638249634,4.043832560642758,False,False,-3.6823950536934658,-18.13786770806829,136
2025-09-16 06:30:00,2025-09-16 15:30:00,0.81909,0.8436627,-3.01,SL,False,39.52166706133078,0.6910107558387966,0.5278440295641033,2.025757150770996,False,False,-3.050209502166046,9.111617312072903,137
2025-09-20 16:30:00,2025-09-21 16:00:00,0.77225,0.7336374999999999,4.990000000000006,TP,True,49.57519749590106,1.0025435878462727,0.6182788868563421,4.409215888554447,False,False,-16.267294097237283,4.757318429691537,138
2025-09-23 01:00:00,2025-09-23 15:00:00,0.61623,0.6347169,-3.009999999999996,SL,False,51.893866564122334,1.362663754952347,2.360870921424885,5.615949884690432,False,False,-25.35160082857869,-24.705839228767267,139
2025-09-23 17:00:00,2025-09-24 03:00:00,0.61898,0.588031,4.990000000000001,TP,True,43.45753899480064,1.83423881685538,0.3840695474630407,1.973002232113168,False,False,-26.316290696982325,-23.681647247395357,140
2025-09-24 21:30:00,2025-09-25 12:00:00,0.61205,0.5814475,4.989999999999996,TP,True,33.24660306446947,0.9829962538074613,0.4525696145340668,2.279508645254422,False,False,-30.76044164894339,-30.080195576677028,141
2025-09-26 06:30:00,2025-09-26 16:00:00,0.55859,0.5753477,-3.0099999999999976,SL,False,58.17240692813061,1.3165802671522435,0.2364266056016203,3.130908216247933,False,False,-38.40054697235363,-38.76184002806525,142
2025-09-27 08:30:00,2025-09-27 16:00:00,0.58466,0.6021998,-3.01,SL,False,51.12490302560117,1.0922098802234257,1.4777906754488983,4.064418542216673,True,True,-24.74352868488461,-35.43877472145232,143
2025-09-27 17:00:00,2025-09-27 22:00:00,0.58503,0.6025809000000001,-3.0100000000000056,SL,False,47.28728728728729,0.9413436673577186,1.1574402710107656,2.793485955135248,False,False,-23.8093377612815,-36.29136765074213,144
2025-09-28 00:30:00,2025-09-28 20:00:00,0.58894,0.6066082,-3.010000000000004,SL,False,48.67458866544796,0.8966472451717136,0.1439190183107999,3.4254531567209034,False,True,-23.99793521744741,-37.11265349706353,145
2025-09-29 04:30:00,2025-09-29 17:00:00,0.61777,0.5868815000000001,4.9899999999999975,TP,True,59.35882118677826,1.0532121293407832,2.095826734032208,7.4003228926410465,True,True,-9.61667885881492,-30.39054401225944,146
2025-09-30 00:30:00,2025-09-30 14:30:00,0.61743,0.5865585,4.990000000000007,TP,True,59.65784191914369,1.9011987478048389,0.6192477312564562,13.52283639793449,True,True,-0.6660553115497736,-25.061899213515872,147
2025-10-08 11:30:00,2025-10-08 14:00:00,0.63253,0.6515059000000001,-3.010000000000007,SL,False,47.78313806570184,0.9729634506324966,0.7020336463066782,5.111678363311485,False,False,-1.3275302633221076,1.9453308835380323,148
2025-10-11 19:00:00,2025-10-11 19:30:00,0.35412,0.336414,4.99,TP,True,48.62038553609675,3.034080456987949,0.6667049585899553,11.080723291737176,False,False,-43.93464424812387,-40.11465679062452,149
2025-10-13 01:00:00,2025-10-13 11:00:00,0.44195,0.4198524999999999,4.99000000000001,TP,True,47.31514084507042,2.9111243999806047,0.0658790892665713,10.718836984893354,True,True,-34.324521124039656,-29.071241714680063,150
2025-10-14 02:00:00,2025-10-14 06:00:00,0.4406,0.41857,4.989999999999998,TP,True,39.78279030910611,2.1000583619739315,2.0527126309346952,8.466740505949295,False,True,-40.79468952821188,-28.241042345276867,151
2025-10-14 22:30:00,2025-10-15 08:00:00,0.42033,0.4329399,-3.010000000000002,SL,False,43.43570057581575,2.5400110797298736,0.2401330737030073,11.387960740522782,False,False,-35.80199773956074,-30.60540522692377,152
2025-10-15 10:00:00,2025-10-15 12:00:00,0.42157,0.4004915,4.99,TP,True,54.884074496389175,1.88919650693496,0.8302312962324585,5.042405469887769,False,False,-33.76331584074413,-34.345117582931,153
2025-10-16 03:30:00,2025-10-16 09:30:00,0.39648,0.4083744,-3.010000000000007,SL,False,45.98723210214316,1.6900510204081602,0.5010418253358371,4.799333378458424,False,False,-39.493643841469925,-40.89885965566072,154
2025-10-16 13:30:00,2025-10-16 15:30:00,0.3999,0.3799049999999999,4.99000000000001,TP,True,44.31225213942809,2.2118029507376824,0.524098271594582,5.19352651982086,False,False,-36.624405705229805,-40.97591215019484,155
2025-10-17 05:30:00,2025-10-17 07:00:00,0.37636,0.3575419999999999,4.990000000000001,TP,True,54.383886255924175,1.061293897939665,1.3265292944655864,3.010091025423756,False,False,-41.39337880345075,-43.002529115112594,156
2025-10-17 12:30:00,2025-10-17 21:00:00,0.35628,0.3669684,-3.009999999999996,SL,False,35.2091926929876,2.4362860671382065,0.5951222447189862,16.48771608150591,False,False,-45.77499086813588,-45.37844757539057,157
2025-10-18 07:30:00,2025-10-19 10:00:00,0.36122,0.3720566,-3.010000000000008,SL,False,48.195615514333866,1.1164545548023783,0.3709125920007652,2.307758561370626,False,False,-5.343151384921785,-44.33863412228797,158
2025-10-19 23:30:00,2025-10-20 03:30:00,0.37438,0.3856114,-3.0100000000000007,SL,False,48.36198507946804,1.0148206940236453,0.5075392740160451,2.7282035425833144,True,True,-17.439244916861462,-44.562577740922826,159
2025-10-20 10:30:00,2025-10-21 04:00:00,0.37971,0.3607244999999999,4.990000000000011,TP,True,40.8330971946727,1.268261116566402,1.2003227744209168,8.098509785933498,True,True,-11.503950404362929,-43.90124988919423,160
