concept,total_trades,win_rate,avg_winner,avg_loser,total_return,max_winner,top10_avg,avg_bars_held,tp_rate
3_ATR_Expansion,505,34.65346534653465,4.33395370487332,-1.675323504085896,205.58514200448528,13.98488418797699,11.705525796114769,83.61386138613861,12.871287128712872
7_EMA_Distance,463,17.062634989200866,4.701482814919651,-1.8759077517976408,-348.9314343116416,13.98488418797699,9.7557910136255,50.57235421166307,11.23110151187905
2_RSI_Momentum,1661,25.165562913907287,3.168143429093803,-0.987494023410596,96.82888226183894,12.649665574980416,7.682535972362213,42.48284166164961,21.131848284166168
6_BB_Squeeze,2774,21.268925739005045,2.814593553720812,-0.8880618914385898,-278.91697420660074,6.7763505402161,6.059046101084943,35.16402307137707,19.0338860850757
5_Multi_TF,166,19.879518072289155,4.178980352800565,-1.35603822711556,-42.44673256395093,11.540211640211641,5.669047874771934,34.31927710843374,16.867469879518072
1_EMA_Cross,620,21.935483870967744,2.854379359239922,-0.9006868428225516,-47.7368390694856,5.785747259088279,4.937561848099206,40.27741935483871,19.032258064516128
4_Volume_Zones,4,25.0,3.457415642165839,-1.3087565764549003,-0.4688540871988618,3.457415642165839,3.457415642165839,39.0,25.0
